site_id,name,account_id,status,size,installation_date,pto_date,address,city,state,zip,timezone,latitude,longitude,owner_id,fetch_id
2686,"SED 67 Wendell St., Quincy, MA",,,,4/8/14,,67 Wendell St.,Quincy,MA,2171,America/New_York,42.2991086,-71.0111463,,SED
2687,"SED 162 Old Colony Avenue, Quincy, MA",,,,4/8/14,,162 Old Colony Ave.,Quincy,MA,2171,America/New_York,42.2616336,-71.0138863,,
2688,"SED 180 Old Colony Avenue, Quincy, MA",,,77.5,4/8/14,,180 Old Colony Ave.,Quincy,MA,2170,America/New_York,42.2608219,-71.0133157,,
2689,Marchesini 157.5kW,,,,4/8/14,,2500 N. Main St.,Gainesville,FL,32609,America/New_York,29.6758011,-82.3222823,,
2690,"SED - 30 Wendell Street, Quincy, MA",,,,4/8/14,,30 Wendell St.,Quincy,MA,2171,America/New_York,42.2720992,-71.010593,,SED
2696,"Pyle, John",,,11.52,7/26/16,,3287 Dayton Rd.,Chico,CA,95928,America/Los_Angeles,39.661114,-121.85938,,Pyle_
2700,Hall Residence - Stow,,,10.35,4/15/14,,,Stow,MA,1775,America/New_York,42.4195323,-71.5130445,,
2701,McCormick Residence - Plainville,,,,4/15/14,,,Plainville,MA,2762,America/New_York,42.0101231,-71.3468091,,
2702,Clarke / Putnam Residence,,,3.92,4/15/14,,,Stow,MA,1775,America/New_York,42.4195323,-71.5130445,,
2710,Benyo Residence,,,10.05,4/21/14,,,Ayer,MA,1432,America/New_York,42.5603587,-71.560526,,
2711,Glauner/McDougald Residence,,,7.65,4/21/14,,,Stow,MA,1775,America/New_York,42.4195323,-71.5130445,,
2713,David Stone,,,,6/13/14,,30 Boston Post Rd.,Wayland,MA,1778,America/New_York,42.3618441,-71.3336795,,
2725,Jarrett Inc.,,,,7/26/16,,12925 Ridge Road,Sutter creek,CA,95685,America/Los_Angeles,38.385755,-120.788763,,Jarrett
2727,SEP St. Paul's Episcopal Church,,,,4/29/14,,61 Wood St.,Hopkinton,MA,1748,America/New_York,42.2273972,-71.5398145,,
2731,Old Time Sports,,,178.2,1/22/14,,10 Fanaras Dr.,Salisbury,MA,1952,America/New_York,42.856385,-70.887891,,Old
2744,Quincy Heights - 222-226 Quincy St. Boston,,,,12/9/14,,222 - 226 Quincy St.,Boston,MA,2121,America/New_York,42.3122183,-71.0738901,,
2745,SED - Coventry Rhode Island Town Hall Annex,,,,2/16/14,,1670 Flat River Rd.,Conventry,RI,2816,America/New_York,41.7006287,-71.5926422,,
2748,"Agricultural Distributing, Inc.",,,133.2,3/2/15,,685 N. Pioneer Ave.,Woodland,CA,95776,America/Los_Angeles,38.6980679,-121.746687,,Agricultural
2755,Yonkers Contracting,,,,5/13/14,,969 Midland Ave,Yonkers,NY,10570,America/New_York,40.9359383,-73.857941,,
2768,Gois Solar Two,,,750.2,9/20/14,,30 Sewell St.,Ashland,MA,1721,America/New_York,42.24711,-71.42383,,Gois
2787,Sacramento Valley Walnut Growers,,,,10/23/14,,896 OBanion Rd.,Yuba city,CA,95991,America/Denver,39.0239341,-121.6246241,,
2799,Borges - Pump,,,,12/8/14,,8350 Brady Rd.,Manteca,CA,95337,America/Los_Angeles,37.726649,-121.204347,,Borges
2805,Quincy Heights - 223-227 Quincy St. Boston,,,,12/9/14,,223 - 227 Quincy St.,Boston,MA,2121,America/New_York,42.3123041,-71.0738145,,
2808,Penfield Residence,,,,5/9/14,,,Westford,MA,1886,America/New_York,42.5899487,-71.4536835,,
2809,,,,,,,,,,,,,,,Bausch
2810,Nutter Residence,,,,6/13/14,,,Uxbridge,MA,1569,America/New_York,42.0499476,-71.6436028,,
2813,Holiday Manufacturing,,,,6/1/14,,4 Tripp St.,Framingham,MA,1702,America/New_York,42.2695914,-71.4124497,,
2819,Glen Growers,,,,11/1/14,,8020 County Road 61,Princeton,CA,95970,America/Los_Angeles,39.4620356,-122.0217805,,Glen
2830,,,,2035.69,,,,,,,,,,,Brimfield
2846,Hewlett Packard - Palo Alto / JB-943387-00,,,,1/1/14,,3000 Hanover St.,Palo alto,CA,94304,America/Los_Angeles,37.4146379,-122.145929,,
2854,Calow Residence,,,10.46,7/7/14,,,Arlington,MA,2474,America/New_York,42.4232158,-71.1537637,,
2855,Consigli Residence,,,7.56,4/3/15,,111 Purchase St.,Milford,MA,1757,America/New_York,42.1574332,-71.5239417,,
2856,Konno Residence,,,6.54,7/9/14,,,Stow,MA,1775,America/New_York,42.4195323,-71.5130445,,
2857,Way Residence,,,7.14,7/9/14,,,Stow,MA,1775,America/New_York,42.4195323,-71.5130445,,
2858,Ogle Residence,,,6.12,7/9/14,,,Stow,MA,1775,America/New_York,42.4195323,-71.5130445,,
2859,Bianchi Business Development LLC,,,,7/7/14,,,Boston,MA,,America/New_York,42.3493639,-71.0808111,,
2860,Conant - Orchards,,,,7/10/14,,3558 Bear River Dr.,Rio oso,CA,95681,America/Los_Angeles,38.98202,-121.483525,,
2861,Goreham Residence,,,12.1,7/10/14,,,Norfolk,MA,2056,America/New_York,42.1208961,-71.3230549,,
2875,Scully Packing - Exeter,,,,7/20/14,,321 3rd St.,Exeter,CA,93221,America/Denver,36.2940479,-119.1298868,,
2879,,,,,,,,,,,,,,,RIN
2883,Milford Industrial Solar: 6-1,,,,8/22/14,,13 Commercial Way,Milford,MA,1757,America/New_York,42.1398331,-71.4884232,,Milford
2886,Bickford Residence,,,14.74,7/29/14,,,Bolton,MA,1740,America/New_York,42.4352987,-71.6080009,,
2891,Quincy Heights - 228 Quincy St.,,,,12/9/14,,228 Quincy St.,Boston,MA,2121,America/New_York,42.3124828,-71.0735011,,
2893,JFW - La Crema,,,,12/30/14,,3690 Laughlin Rd.,Windsor,CA,95492,America/Denver,38.4982499,-122.8113933,,
2894,,,,,,,,,,,,,,,JFW
2898,,,,,10/15/14,,1400 Goodman St. N,Rochester,NY,14609,America/New_York,43.179895,-77.575732,,
2906,Parsons - 163 Pioneer Drive,,,503.25,8/1/14,,163 Pioneer Dr.,Leominster,MA,1453,America/New_York,42.531515,-71.7079361,,Parsons
2945,City of Bishop Waste Water Treatment Plant,,,89.28,3/1/16,,980 Poleta Rd.,Bishop,CA,93514,America/Los_Angeles,37.3583798,-118.3775358,,City
2964,,,,,,,,,,,,,,,Sierra
2969,Solren Test Eng - XTM ( HALT test ),,,,8/1/14,,360 Merrimack street,Lawrence,MA,1844,America/New_York,42.707035,-71.163114,,
2989,Quincy Heights - 97 Woodledge,,,,9/1/14,,97 Woodledge St.,Boston,MA,2125,America/New_York,42.314816,-71.074774,,
2991,Calandrella Residence,,,10.7,9/16/14,,,Hudson,MA,1749,America/New_York,42.3893848,-71.560526,,
2997,Andrews Residence - West Wareham,,,12.73,9/15/14,,,West wareham,MA,2576,America/New_York,41.7803507,-70.7584767,,
2998,Schexnaydre Residence,,,10.36,9/15/14,,,Lancaster,MA,1523,America/New_York,42.4850811,-71.6792008,,
2999,Drayton Residence,,,11.77,9/15/14,,,Foxborough,MA,2035,America/New_York,42.0706608,-71.2517835,,
3001,Smith Residence - Stow,,,10.2,9/15/14,,,Stow,MA,1775,America/New_York,42.4195323,-71.5130445,,
3002,Ramos Residence,,,,9/15/14,,,Acton,MA,1720,America/New_York,42.4836453,-71.4418101,,
3004,Lonberg Residence,,,10.2,9/16/14,,,Acton,MA,1720,America/New_York,42.4836453,-71.4418101,,
3005,Murphy Residence - Harvard,,,,9/19/14,,,Harvard,MA,1451,America/New_York,42.5073686,-71.5842643,,
3009,SED - Sally Blair Ames Sports Complex,,,318.73,1/6/16,,320 Washington St.,North easton,MA,2356,America/New_York,42.0613154,-71.0776343,,SED
3022,Campbell Residence - South Hamilton,,,14.56,10/1/14,,315 Sagamore St.,South hamilton,MA,1982,America/New_York,42.6349926,-70.82386,,Campbell
3031,Farmers Electric Cooperative 1,,,796.95,10/5/14,,1959 Yoder Ave. S.W.,Kalona,IA,52247,America/New_York,41.5665353,-91.7369074,,Farmers
3035,St. Marks,,,15,10/10/14,,301 A St. SE,Washington,DC,20002,America/New_York,38.8885086,-77.0017451,,St_
3053,,,,,10/15/14,,1400 Goodman St. N,Rochester,NY,14609,America/New_York,43.179895,-77.575732,,
3057,AmeriPride,,,,10/20/14,,284 Greenwood St.,Worcester,MA,1607,America/New_York,42.218417,-71.798113,,
3062,Moresco Groves,,,,10/30/14,,4373 River Rd.,Colusa,CA,95932,America/New_York,39.3075421,-122.0128271,,
3063,Rio Oso Groves,,,,10/30/14,,15 Pleasant Grove Rd.,Wheatland,CA,95901,America/Los_Angeles,38.99103,-121.489801,,
3076,McGee Toyota,,,101.4,12/19/14,,860 Washington St.,Hanover,MA,2339,America/New_York,42.1286105,-70.8327134,,
3079,,,,,3/11/15,,30 Golf Dr.,Plymouth,MA,2360,America/New_York,41.8820649,-70.595189,,Village
3083,,,,,,,,,,,,,,,Flemming
3086,East Coast Welding,,,,2/19/15,,104 Parker St.,Newburyport,MA,1950,America/New_York,42.7956573,-70.8903104,,East
3088,SED Hopping Brook Community Solar Field,,,,6/19/15,,58C Hopping Brook Rd.,Holliston,MA,1746,America/New_York,42.1697382,-71.468029,,SED
3090,,,,151.25,2/1/15,,90 Olive St.,Attleboro,MA,2703,America/New_York,41.9364779,-71.2896856,,Larson
3093,Latham Center,,,24.26,8/10/16,,1646 Main St.,Brewster,MA,2631,America/New_York,41.7553929,-70.0904655,,
3095,Swissturn / USA,,,135.3,1/18/15,,21 Dana Rd.,Oxford,MA,1540,America/New_York,42.1319507,-71.8622287,,Swissturn
3103,,,,,12/12/14,,400 Business Park Dr.,Tyngsboro,MA,1879,America/New_York,42.6857459,-71.4485817,,Jenike
3112,Mary Carr Greer Elementary School,,,74.52,8/15/16,,190 Lambs Ln.,Charlottesville,VA,22901,America/New_York,38.078332,-78.505983,,Mary
3113,Canton Distributors,,,194.7,2/19/15,,250 Dan Rd.,Canton,MA,2021,America/New_York,42.152537,-71.120254,,Canton
3115,Templeton Solar Project,,,3515.4,12/21/14,,103 Farnsworth Rd.,Templeton,MA,1468,America/New_York,42.5214847,-72.0682529,,Templeton
3116,Milford Industrial Solar: 6-2,,,224.4,2/18/15,,8 Commercial Way,Milford,MA,1757,America/New_York,42.1409104,-71.4922614,,Milford
3117,J Perl Associates LLC / Akers Industries Inc.,,,99,1/1/15,,115 Shawmut Rd.,Canton,MA,2021,America/New_York,42.184696,-71.1543207,,J
3119,Albemarle High School,,,124.2,8/15/16,,2775 Hydraulic Rd.,Charlottesville,VA,22901,America/New_York,38.0754627,-78.5014875,,Albemarle
3120,,,,,8/17/16,,"MCH1 Mid N Side, Lone Star Rd.",Arbuckle,CA,95912,America/Los_Angeles,39.100938,-122.0790419,,T_P
3124,Globe Liquors,,,,12/4/14,,180 President Ave.,Fall river,MA,2720,America/New_York,41.7167987,-71.1526033,,Globe
3125,Fourstar Connections,,,99,12/4/14,,1 Bonazzoli Ave.,Hudson,MA,1749,America/New_York,42.389251,-71.5501589,,Fourstar
3126,Franklin Ford,,,,12/31/14,,175 E. Central St.,Franklin,MA,2038,America/New_York,42.0814205,-71.3899523,,Franklin
3132,,,,,,,,,,,,,,,Upchurch
3133,,,,6478.81,,,,,,,,,,,Boseman
3134,,,,6374.5,,,,,,,,,,,Red
3135,Samarcand Solar Farm,,,,9/16/14,,1605 Samercand Rd.,Biscoe,NC,27209,America/New_York,35.3106588,-79.6964157,,
3136,Kenansville Solar Farm,,,,11/5/14,,1301 Bowdens Rd.,Kenansville,NC,28349,America/New_York,35.010843,-78.0037938,,
3137,Drumheller - Myers,,,,11/12/14,,7538 E. Glenn Rd.,Colusa,CA,95932,America/Los_Angeles,39.3838105,-121.956965,,
3141,,,,,8/12/16,,"RR6 SE Tip, Schadd Rd.",Williams,CA,95987,America/Los_Angeles,39.1546137,-122.1494187,,T_P
3148,,,,113.76,8/15/16,,"Sk1 Mid W. Side, Lone Star Rd.",Williams,CA,95987,America/Los_Angeles,39.1465892,-122.1376917,,T_P
3149,Gateway Church,,,386.1,2/12/15,,200 Boscombe Ave.,Staten island,NY,10309,America/New_York,40.5229945,-74.2310469,,Gateway
3173,Dutra - Dairy,,,,11/20/14,,5496 W. Ripon Rd.,Manteca,CA,95337,America/Los_Angeles,37.7392927,-121.2436577,,
3175,U.P.S.E.S.,,,,11/24/14,,2818 Avenida De Portugal,San diego,CA,92106,America/Los_Angeles,32.7213346,-117.2296725,,
3176,MutualOne Bank,,,,11/25/14,,160 Cochituate Rd.,Framingham,MA,1701,America/New_York,42.3012359,-71.4076256,,
3177,Big Bear Lake Civic Center,,,110.72,11/20/14,,39707 Big Bear Blvd.,Big bear lake,CA,92315,America/Los_Angeles,34.2379694,-116.9352914,,Big
3187,ARTIC,,,,12/2/14,,2626 E. Katella Ave.,Anaheim,CA,92806,America/Los_Angeles,33.8034872,-117.8773866,,ARTIC
3194,Rams Horn Solar Center,,,,11/5/14,,4008 Whichard Rd.,Greenville,NC,27834,America/New_York,35.6375139,-77.322137,,
3206,RT Engineering,,,,12/1/14,,1 Kenwood Cir.,Franklin,MA,2038,America/New_York,42.0715233,-71.4227934,,RT
3226,,,,,,,,,,,,,,,BUCRA
3227,Motorcycles of Manchester - Foxborough,,,283.03,7/8/15,,1000 Washington St.,Foxborough,MA,2035,America/New_York,42.0736766,-71.2864929,,Motorcycles
3229,Solect - Quincy Commons,,,,4/15/15,,290 Blue Hill Ave.,Boston,MA,2119,America/New_York,42.3146621,-71.0784402,,
3231,Mortimer Sutherland Middle School,,,279.45,8/18/16,,2801 Powell Creek Dr.,Charolettesville,VA,22911,America/New_York,38.1124889,-78.4369144,,Mortimer
3233,Baker Butler Elementary School,,,223.56,8/17/16,,2740 Proffit Rd.,Charlottesville,VA,22911,America/New_York,38.123783,-78.42247,,Baker
3239,Canyon Creek Ranch,,,,8/12/16,,9404 Almond St.,Alta loma,CA,91701,America/Los_Angeles,34.1627891,-117.600167,,Canyon
3240,Gloucester Marina,,,24.18,8/22/16,,30 Marsh St.,Gloucester,MA,1930,America/New_York,42.622058,-70.679995,,Gloucester
3242,Mastria Nissan,,,,4/15/15,,1305 New State Highway,Raynham,MA,2767,America/New_York,41.9038528,-71.0175369,,Mastria
3252,Prairie Grove Telephone Co.,,,,12/23/14,,921 Escue Dr.,Prairie grove,AR,72753,America/Chicago,35.97332,-94.332605,,Prairie
3254,Dutra - CP 1,,,31.86,12/30/14,,22525 South Airport Way,Manteca,CA,95336,America/Los_Angeles,37.7518821,-121.2522186,,Dutra
3255,Quincy Heights - 104 Woodledge,,,5,12/29/14,,104 Woodledge St.,Boston,MA,2121,America/New_York,42.3146983,-71.0743852,,
3256,Quincy Heights - 102 Woodledge,,,5,12/29/14,,102 Woodledge St.,Boston,MA,2121,America/New_York,42.31482,-71.0744033,,
3257,Quincy Heights - 99 Woodledge,,,,12/29/14,,99 Woodledge St.,Boston,MA,2125,America/New_York,42.3146879,-71.074717,,
3263,Dutra - GM 2,,,31.86,12/30/14,,22525 South Airport Way,Manteca,CA,95336,America/Los_Angeles,37.7518821,-121.2522186,,Dutra
3264,Dutra - CP 3,,,31.86,12/30/14,,22525 South Airport Way,Manteca,CA,95336,America/Los_Angeles,37.7518821,-121.2522186,,Dutra
3265,Dutra - GM 4,,,,12/30/14,,22525 South Airport Way,Manteca,CA,95336,America/Los_Angeles,37.7518821,-121.2522186,,Dutra
3269,Wamsutta LLC,,,220.66,10/27/14,,75 Wamsutta St.,New bedford,MA,2740,America/New_York,41.650581,-70.9273022,,Wamsutta
3274,Mastria Buick GMC Cadillac,,,82.8,1/13/15,,1525 New State Highway,Raynham,MA,2767,America/New_York,41.9032612,-71.0106645,,Mastria
3275,Luckett - Waltham,,,,1/20/15,,,Watham,MA,2451,America/New_York,42.3971065,-71.2598997,,
3276,HBS Batten Hall,,,113.85,1/1/15,,25 Harvard Way,Boston,MA,2163,America/New_York,42.3663987,-71.1228468,,
3284,Cain Ranch - Car Port,,,122.4,1/22/15,,426 Johns School Rd.,Arbuckle,CA,95912,America/Los_Angeles,38.962995,-121.968054,,Cain
3298,Clairmont Residence,,,7.56,8/26/16,,237 Prospect St.,Norwell,MA,2061,America/New_York,42.1701847,-70.8487668,,
3302,,,,18.9,8/9/16,,RR HDQ @ HSE Shaad Rd.,Williams,CA,95987,America/Los_Angeles,39.1546137,-122.1494187,,T_P
3312,New England Apple Products Company,,,302.4,8/26/16,,320 Industrial Rd.,Leominster,MA,1453,America/New_York,42.5597345,-71.7527024,,New
3324,Heidrick - Shop,,,,2/5/15,,36826 County Road 24,Woodland,CA,95695,America/Los_Angeles,38.665034,-121.82456,,Heidrick
3330,Gerry Wood Honda,,,86.63,2/1/15,,414 Jake Alexander Blvd. S.,Salisbury,NC,28147,America/New_York,35.6480132,-80.4921762,,Gerry
3339,La Bandera,,,,2/16/15,,"Barrio Escalante, Rotonda La Bandera",Montes de oca,SJ,11501,America/Chicago,9.9393292,-84.0549906,,La
3344,Delman Residence,,,10.4,8/1/16,,11 Chuck Wagon Rd.,Signal hills,CA,90274,America/Los_Angeles,33.7581621,-118.3384785,,Delman
3347,Alder Foods,,,108.29,5/22/15,,1 Foxwood Dr.,Walpole,MA,2081,America/New_York,42.1470851,-71.2517835,,Alder
3356,Union Square Realty,,,132.6,9/20/15,,511 Lancaster St.,Leominster,MA,1453,America/New_York,42.5117183,-71.7407024,,Union
3358,Nationwide Recycling,,,195.25,4/23/15,,1340 Lunenberg Rd.,Lancaster,MA,1523,America/New_York,42.5028958,-71.6913698,,Nationwide
3378,,,,,,,,,,,,,,,Turner
3388,Growers Air Service,,,22.5,3/12/15,,41167 County Road 27,Woodland,CA,95776,America/Los_Angeles,38.6181123,-121.739759,,Growers
3394,Welch Residence,,,12,3/16/15,,,Acton,MA,1720,America/New_York,42.4836453,-71.4418101,,
3395,Westlake - 3059,,,577.72,3/15/15,,3059 Townsgate Rd.,Thousand oaks,CA,91361,America/Los_Angeles,34.1528465,-118.8200785,,Westlake
3399,Glenn Growers - Office,,,,3/10/15,,8020 County Road 61,Princeton,CA,95970,America/Los_Angeles,39.4620356,-122.0217805,,Glenn
3400,,,,,,,,,,,,,,,Miller
3411,LMF Franklin Corp. Franchi,,,590.7,3/24/15,,25 Kenwood Circle,Franklin,MA,2038,America/New_York,42.0716756,-71.4183405,,LMF
3413,Natural Grocers by Vitamin Cottage_Golden CO PV 1,,,49.73,3/1/15,,2401 S Ford St,Golden,CO,80401,America/Denver,39.7469164,-105.2091395,,Natural
3421,Mastria Subaru,,,52.52,4/2/15,,1255 New State Hwy.,Raynham,MA,2767,America/New_York,41.9040527,-71.0182987,,Mastria
3422,Quincy Heights - 6 Dunkeld St.,,,6,4/3/15,,6 Dunkeld St.,Boston,MA,2121,America/New_York,42.3128957,-71.0754579,,
3423,Quincy Heights - 7 Dunkeld St.,,,,4/3/15,,7 Dunkeld St.,Boston,MA,2121,America/New_York,42.3128007,-71.0756803,,
3424,Quincy Heights - 10 Dunkeld St. Boston,,,,4/3/15,,10 Dunkeld St.,Boston,MA,2121,America/New_York,42.3127439,-71.0755434,,
3425,Quincy Heights - 180 Howard St.,,,,4/3/15,,180 Howard St.,Boston,MA,2125,America/New_York,42.3141999,-71.075166,,
3426,Quincy Heights - 177 Magnolia St. Boston,,,6,4/3/15,,177 Magnolia St.,Boston,MA,2125,America/New_York,42.3127704,-71.0729551,,
3430,Quincy Heights - 89 Fayston St.,,,6,4/7/15,,89 Fayston St.,Boston,MA,2121,America/New_York,42.3120197,-71.0753265,,
3434,Cain Ranch - Ground Mount,,,54,4/8/15,,Lone Star Rd.,Arbuckle,CA,95912,America/Los_Angeles,39.100938,-122.0790419,,Cain
3439,Bains - Highway 99 Chevron,,,8.96,5/15/15,,4142 Highway 99,Yuba city,CA,98092,America/Los_Angeles,39.0669286,-121.6328763,,Bains
3452,Expressway Toyota,,,54.34,7/3/15,,700 William T. Morrissey Blvd.,Boston,MA,2122,America/New_York,42.3168473,-71.0489348,,Expressway
3474,Worcester Discount Liquors - 254 Mill Street,,,,5/11/15,,254 Mill St.,Worcester,MA,1602,America/New_York,42.2543271,-71.8447876,,Worcester
3475,California Transplants,,,,5/19/15,,4100 Stuhr Rd.,Newman,CA,95360,America/Los_Angeles,37.3275565,-121.0990877,,California
3483,Village Green,,,44.72,5/20/15,,19 Boxwood Dr.,Littleton,MA,1460,America/New_York,42.5252317,-71.4335647,,
3489,Mahoney's Garden Center - Falmouth,,,54.08,9/2/15,,958 E. Falmouth Hwy.,Falmouth,MA,2536,America/New_York,41.5800904,-70.5413959,,Mahoney_s
3491,Leewood Realty,,,267.75,5/28/15,,60 Newark St.,Haverhill,MA,1832,America/New_York,42.800683,-71.1091268,,Leewood
3497,Phil Harper Sr.,,,8.46,4/29/15,,832 Aldrich St.,Uxbridge,MA,1569,America/New_York,42.0209792,-71.6722986,,
3498,Phil Harper Jr.,,,,6/2/15,,66 Fiske Mill Rd.,Upton,MA,1568,America/New_York,42.168761,-71.5671952,,
3506,The Dodge Company,,,202.8,8/18/15,,9 Progress Rd.,Billerica,MA,1821,America/New_York,42.5229833,-71.2329426,,The
3513,Southborough Solar LLC,,,,6/8/15,,146 Cordaville Rd.,Southborough,MA,1772,America/New_York,42.2897588,-71.5254603,,
3514,Fore Kicks - Marlborough,,,309.12,6/10/15,,219 Forest St.,Marlborough,MA,1752,America/New_York,42.3338722,-71.5791067,,
3515,Fore Kicks - Norfolk,,,282,6/10/15,,10 Pine St.,Norfolk,MA,2056,America/New_York,42.0893564,-71.2980001,,
3516,Holden Discount Liquors,,,,6/12/15,,673 Main St.,Holden,MA,1520,America/New_York,42.3398992,-71.83902,,Holden
3517,28 Hastings St Corporation,,,100.8,6/14/15,,28 Hastings St. Building E,Mendon,MA,1756,America/New_York,42.103126,-71.556438,,
3524,,,,,,,,,,,,,,,Hopping
3534,ERA Key Realty Services,,,,6/23/15,,76 Church St.,Whitinsville,MA,1588,America/New_York,42.1113822,-71.6612539,,ERA
3536,Kay Dix,,,119.04,7/7/15,,14400 Andrus Island Rd.,Walnut grove,CA,95690,America/Los_Angeles,38.229785,-121.535614,,Kay
3543,Petter Residence,,,13.07,7/9/14,,,Stow,MA,1775,America/New_York,42.4195323,-71.5130445,,
3544,Rogers Residence,,,11.48,7/6/14,,,Bolton,MA,1740,America/New_York,42.4352987,-71.6080009,,
3545,Engstrand Residence,,,13.77,7/6/14,,,Sutton,MA,1590,America/New_York,42.1421373,-71.7385225,,
3546,Marsh Residence,,,,7/6/14,,,Westminster,MA,1473,America/New_York,42.5580692,-71.8927076,,
3547,Desisto Residence,,,10.41,7/9/14,,,Uxbridge,MA,1569,America/New_York,42.0499476,-71.6436028,,
3549,Rudge Residence,,,10.79,6/11/15,,,Millbury,MA,1527,America/New_York,42.1805434,-71.7978333,,
3551,Milliston Place - Strip Plaza,,,77.74,6/18/15,,4-18 Milliston Rd.,Millis,MA,2054,America/New_York,42.1680406,-71.3550902,,Milliston
3552,Milliston Place - Office Building,,,44.59,6/15/15,,730 Main St.,Millis,MA,2054,America/New_York,42.1670707,-71.3541934,,Milliston
3555,North Bay Industries,,,92.4,7/20/15,,,Rohnert park,CA,94928,America/Los_Angeles,38.3437823,-122.7011951,,North
3558,Long Subaru - Dealership,,,167.4,7/21/15,,7 Sutton Rd.,Webster,MA,1570,America/New_York,42.063022,-71.858185,,Long
3562,,,,110.63,,,,,,,,,,,Strafford
3577,"Janis Research Company, LLC - Building 1",,,302.4,9/1/16,,225 Wildwood Ave.,Woburn,MA,1801,America/New_York,42.4920319,-71.1343611,,Janis
3583,"McInturf, David",,,9.69,7/29/15,,245 Fairhill Dr.,Oroville,CA,95966,America/Los_Angeles,39.489615,-121.5048373,,McInturf_
3585,Mastria Mazda,,,42,7/24/15,,1545 New State Hwy.,Raynham,MA,2767,America/New_York,41.9033116,-71.009792,,Mastria
3590,Windsor Architectural Woodworking,,,148.72,6/18/15,,212 Maplewood St.,Malden,MA,2148,America/New_York,42.4275271,-71.0446696,,Windsor
3593,Donovan Project,,,,5/27/15,,134 Southern Ave.,Essex,MA,1929,America/New_York,42.61932,-70.7697419,,
3598,Worcester Discount Liquors - Shrewsbury St.,,,45.43,6/18/15,,129 Shrewsbury St.,Worcester,MA,1604,America/New_York,42.264001,-71.78853,,Worcester
3605,"Reiff, Allan",,,,8/15/15,,40905 County Road 14,Woodland,CA,95776,America/Los_Angeles,38.7781414,-121.7592549,,Reiff_
3607,Durham Firehouse,,,,8/17/15,,41 Main St.,Durham,CT,6422,America/New_York,41.468296,-72.679108,,Durham
3611,Cochituate Village - 169 Commonwealth Road,,,,8/6/15,,169 Commonwealth Rd.,Wayland,MA,1778,America/New_York,42.317418,-71.3630121,,Cochituate
3624,JP Sullivan Phase 2,,,269.96,8/10/15,,50 Barnum Rd.,Ayer,MA,1748,America/New_York,42.5511879,-71.5750242,,JP
3630,Podesta - Huller,,,368.28,10/22/15,,2280 S. Jack Tone Rd.,Stockton,CA,95215,America/Los_Angeles,37.948237,-121.143901,,
3634,Dutchess Beer Distributors,,,280.6,8/28/15,,5 Laurel St.,Poughkiepsie,NY,12601,America/New_York,41.7009159,-73.9350636,,Dutchess
3635,"Hyde Tools, Inc.",,,,8/31/15,,54 Eastford Rd.,Southbridge,MA,1550,America/New_York,42.069461,-72.0375186,,
3639,,,,,,,,,,,,,,,Colton
3642,Crossroads Academy,,,40.32,9/1/15,,95 Dartmouth College Highway,Lyme,NH,3768,America/New_York,43.7790761,-72.1820586,,Crossroads
3654,Milliston Common Main Plaza,,,385.06,8/9/15,,20A Milliston Rd.,Millis,MA,2054,America/New_York,42.1682205,-71.3535921,,Milliston
3655,EJR Harr Realty Trust,,,390,9/9/15,,401 Elm St.,Marlborough,MA,1752,America/New_York,42.3490833,-71.5738291,,EJR
3660,Holliston Meadows Pet Resort,,,34.1,9/13/15,,140 Summer St.,Holliston,MA,1746,America/New_York,42.1782224,-71.443619,,Holliston
3664,DMG Farms - Walnuts,,,52.08,9/15/15,,3239 County Road U,Glenn,CA,95948,America/Los_Angeles,39.6442657,-122.0743421,,DMG
3665,Bear River Supply,,,34.2,9/16/15,,218 Pleasant Grove Rd,Rio oso,CA,95074,America/Los_Angeles,38.9796345,-121.4872577,,Bear
3668,Worcester - Mountain Street LLC,,,,9/16/15,,29 Mountain St.,Worcester,MA,1606,America/New_York,42.3229998,-71.7899018,,Worcester
3673,,,,,,,,,,,,,,,Fortifiber
3680,Milliston Common - Gold's Gym,,,145.86,9/25/15,,27 Milliston Rd.,Millis,MA,2054,America/New_York,42.1678674,-71.3517267,,Milliston
3681,,,,,9/18/15,,15 Joseph St.,Malden,MA,2148,America/New_York,42.4305867,-71.0556267,,A
3682,Amvets Post 79,,,22.72,9/30/15,,1 Superior Dr.,Natick,MA,1760,America/New_York,42.302536,-71.3711618,,Amvets
3691,SED Hopkinton Center for the Arts,,,,10/6/15,,98 Hayden Rowe St.,Hopkinton,MA,1748,America/New_York,42.217327,-71.5168237,,
3693,Cyrus Properties LLC,,,,10/7/15,,465 Turnpike Rd.,Canton,MA,2021,America/New_York,42.1666151,-71.1115223,,Cyrus
3698,Thomas Solar,,,,10/12/15,,1710 W Sun East Rd.,Ellensburg,WA,98926,America/Los_Angeles,47.152347,-120.564254,,
3699,"Giesbretch, Chad",,,,10/12/15,,1948 Road X,Priceton,CA,95943,America/Los_Angeles,39.5324286,-122.0274254,,Giesbretch_
3700,MGH - CNY Bldg. 199,,,,12/15/15,,199 13th St.,Charlestown,MA,2129,America/New_York,42.3764798,-71.0504464,,
3706,Nelson - Dryers,,,,10/10/15,,2991 Cornelius Ave.,Rio oso,CA,95668,America/Los_Angeles,38.923383,-121.510216,,Nelson
