site_id,activationDate,city,csv_name,latitude,line1,longitude,name,postal,state,timezone
3112,2016-08-15,Charlottesville,Mary,,190 Lambs Ln.,,Mary Carr Greer Elementary School,22901.0,VA,-5:00
3113,2015-02-19,Canton,Canton,,250 Dan Rd.,,Canton Distributors,2021.0,MA,-5:00
3115,2014-12-21,Templeton,Templeton,,103 Farnsworth Rd.,,Templeton Solar Project,1468.0,MA,-5:00
3116,2015-02-18,Milford,Milford,,8 Commercial Way,,Milford Industrial Solar: 6-2,1757.0,MA,-5:00
3117,2015-01-01,Canton,J,,115 Shawmut Rd.,,J Perl Associates LLC / Akers Industries Inc.,2021.0,MA,-5:00
3119,2016-08-15,Charlottesville,Albemarle,,2775 Hydraulic Rd.,,Albemarle High School,22901.0,VA,-5:00
3120,2016-08-17,Arbuckle,T_P,,"MCH1 Mid N Side, Lone Star Rd.",,,95912.0,CA,-8:00
3124,2014-12-04,Fall river,Globe,,180 President Ave.,,Globe Liquors,2720.0,MA,-5:00
3125,2014-12-04,Hudson,Fourstar,,1 Bonazzoli Ave.,,Fourstar Connections,1749.0,MA,-5:00
3126,2014-12-31,Franklin,Franklin,,175 E. Central St.,,Franklin Ford,2038.0,MA,-5:00
3132,,,Upchurch,,,,,,,
3133,,,Boseman,,,,,,,
3134,,,Red,,,,,,,
3137,2014-11-12,Colusa,,,7538 E. Glenn Rd.,,Drumheller - Myers,95932.0,CA,-8:00
3141,2016-08-12,Williams,T_P,,"RR6 SE Tip, Schadd Rd.",,,95987.0,CA,-8:00
3148,2016-08-15,Williams,T_P,,"Sk1 Mid W. Side, Lone Star Rd.",,,95987.0,CA,-8:00
3149,2015-02-12,Staten island,Gateway,,200 Boscombe Ave.,,Gateway Church,10309.0,NY,-5:00
3173,2014-11-20,Manteca,,,5496 W. Ripon Rd.,,Dutra - Dairy,95337.0,CA,-8:00
3175,2014-11-24,San diego,,,2818 Avenida De Portugal,,U.P.S.E.S.,92106.0,CA,-8:00
3176,2014-11-25,Framingham,,,160 Cochituate Rd.,,MutualOne Bank,1701.0,MA,-5:00
3177,2014-11-20,Big bear lake,Big,,39707 Big Bear Blvd.,,Big Bear Lake Civic Center,92315.0,CA,-8:00
3187,2014-12-02,Anaheim,ARTIC,,2626 E. Katella Ave.,,ARTIC,92806.0,CA,-8:00
3206,2014-12-01,Franklin,RT,,1 Kenwood Cir.,,RT Engineering,2038.0,MA,-5:00
3226,,,BUCRA,,,,,,,
3227,2015-07-08,Foxborough,Motorcycles,,1000 Washington St.,,Motorcycles of Manchester - Foxborough,2035.0,MA,-5:00
3229,2015-04-15,Boston,,,290 Blue Hill Ave.,,Solect - Quincy Commons,2119.0,MA,-5:00
3231,2016-08-18,Charolettesville,Mortimer,,2801 Powell Creek Dr.,,Mortimer Sutherland Middle School,22911.0,VA,-5:00
3233,2016-08-17,Charlottesville,Baker,,2740 Proffit Rd.,,Baker Butler Elementary School,22911.0,VA,-5:00
3239,2016-08-12,Alta loma,Canyon,,9404 Almond St.,,Canyon Creek Ranch,91701.0,CA,-8:00
3240,2016-08-22,Gloucester,Gloucester,,30 Marsh St.,,Gloucester Marina,1930.0,MA,-5:00
3242,2015-04-15,Raynham,Mastria,,1305 New State Highway,,Mastria Nissan,2767.0,MA,-5:00
3252,2014-12-23,Prairie grove,Prairie,,921 Escue Dr.,,Prairie Grove Telephone Co.,72753.0,AR,-6:00
3254,2014-12-30,Manteca,Dutra,,22525 South Airport Way,,Dutra - CP 1,95336.0,CA,-8:00
3255,2014-12-29,Boston,,,104 Woodledge St.,,Quincy Heights - 104 Woodledge,2121.0,MA,-5:00
3256,2014-12-29,Boston,,,102 Woodledge St.,,Quincy Heights - 102 Woodledge,2121.0,MA,-5:00
3257,2014-12-29,Boston,,,99 Woodledge St.,,Quincy Heights - 99 Woodledge,2125.0,MA,-5:00
3263,2014-12-30,Manteca,Dutra,,22525 South Airport Way,,Dutra - GM 2,95336.0,CA,-8:00
3264,2014-12-30,Manteca,Dutra,,22525 South Airport Way,,Dutra - CP 3,95336.0,CA,-8:00
3265,2014-12-30,Manteca,Dutra,,22525 South Airport Way,,Dutra - GM 4,95336.0,CA,-8:00
3269,2014-10-27,New bedford,Wamsutta,,75 Wamsutta St.,,Wamsutta LLC,2740.0,MA,-5:00
3274,2015-01-13,Raynham,Mastria,,1525 New State Highway,,Mastria Buick GMC Cadillac,2767.0,MA,-5:00
3275,2015-01-20,Watham,,,,,Luckett - Waltham,2451.0,MA,-5:00
3276,2015-01-01,Boston,,,25 Harvard Way,,HBS Batten Hall,2163.0,MA,-5:00
3284,2015-01-22,Arbuckle,Cain,,426 Johns School Rd.,,Cain Ranch - Car Port,95912.0,CA,-8:00
3298,2016-08-26,Norwell,,,237 Prospect St.,,Clairmont Residence,2061.0,MA,-5:00
3302,2016-08-09,Williams,T_P,,RR HDQ @ HSE Shaad Rd.,,,95987.0,CA,-8:00
3312,2016-08-26,Leominster,New,,320 Industrial Rd.,,New England Apple Products Company,1453.0,MA,-5:00
3324,2015-02-05,Woodland,Heidrick,,36826 County Road 24,,Heidrick - Shop,95695.0,CA,-8:00
3330,2015-02-01,Salisbury,Gerry,,414 Jake Alexander Blvd. S.,,Gerry Wood Honda,28147.0,NC,-5:00
3339,2015-02-16,Montes de oca,La,,"Barrio Escalante, Rotonda La Bandera",,La Bandera,11501.0,SJ,-6:00
3344,2016-08-01,Signal hills,Delman,,11 Chuck Wagon Rd.,,Delman Residence,90274.0,CA,-8:00
3347,2015-05-22,Walpole,Alder,,1 Foxwood Dr.,,Alder Foods,2081.0,MA,-5:00
3356,2015-09-20,Leominster,Union,,511 Lancaster St.,,Union Square Realty,1453.0,MA,-5:00
3358,2015-04-23,Lancaster,Nationwide,,1340 Lunenberg Rd.,,Nationwide Recycling,1523.0,MA,-5:00
3378,,,Turner,,,,,,,
3388,2015-03-12,Woodland,Growers,,41167 County Road 27,,Growers Air Service,95776.0,CA,-8:00
3394,2015-03-16,Acton,,,,,Welch Residence,1720.0,MA,-5:00
3395,2015-03-15,Thousand oaks,Westlake,,3059 Townsgate Rd.,,Westlake - 3059,91361.0,CA,-8:00
3399,2015-03-10,Princeton,Glenn,,8020 County Road 61,,Glenn Growers - Office,95970.0,CA,-8:00
3400,,,Miller,,,,,,,
3411,2015-03-24,Franklin,LMF,,25 Kenwood Circle,,LMF Franklin Corp. Franchi,2038.0,MA,-5:00
3413,2015-03-01,Golden,Natural,,2401 S Ford St,,Natural Grocers by Vitamin Cottage_Golden CO PV 1,80401.0,CO,-7:00
3421,2015-04-02,Raynham,Mastria,,1255 New State Hwy.,,Mastria Subaru,2767.0,MA,-5:00
3422,2015-04-03,Boston,,,6 Dunkeld St.,,Quincy Heights - 6 Dunkeld St.,2121.0,MA,-5:00
3423,2015-04-03,Boston,,,7 Dunkeld St.,,Quincy Heights - 7 Dunkeld St.,2121.0,MA,-5:00
3424,2015-04-03,Boston,,,10 Dunkeld St.,,Quincy Heights - 10 Dunkeld St. Boston,2121.0,MA,-5:00
3425,2015-04-03,Boston,,,180 Howard St.,,Quincy Heights - 180 Howard St.,2125.0,MA,-5:00
3426,2015-04-03,Boston,,,177 Magnolia St.,,Quincy Heights - 177 Magnolia St. Boston,2125.0,MA,-5:00
3430,2015-04-07,Boston,,,89 Fayston St.,,Quincy Heights - 89 Fayston St.,2121.0,MA,-5:00
3434,2015-04-08,Arbuckle,Cain,,Lone Star Rd.,,Cain Ranch - Ground Mount,95912.0,CA,-8:00
3439,2015-05-15,Yuba city,Bains,,4142 Highway 99,,Bains - Highway 99 Chevron,98092.0,CA,-8:00
3452,2015-07-03,Boston,Expressway,,700 William T. Morrissey Blvd.,,Expressway Toyota,2122.0,MA,-5:00
3474,2015-05-11,Worcester,Worcester,,254 Mill St.,,Worcester Discount Liquors - 254 Mill Street,1602.0,MA,-5:00
3475,2015-05-19,Newman,California,,4100 Stuhr Rd.,,California Transplants,95360.0,CA,-8:00
3483,2015-05-20,Littleton,,,19 Boxwood Dr.,,Village Green,1460.0,MA,-5:00
3489,2015-09-02,Falmouth,Mahoney_s,,958 E. Falmouth Hwy.,,Mahoney's Garden Center - Falmouth,2536.0,MA,-5:00
3491,2015-05-28,Haverhill,Leewood,,60 Newark St.,,Leewood Realty,1832.0,MA,-5:00
3497,2015-04-29,Uxbridge,,,832 Aldrich St.,,Phil Harper Sr.,1569.0,MA,-5:00
3498,2015-06-02,Upton,,,66 Fiske Mill Rd.,,Phil Harper Jr.,1568.0,MA,-5:00
3506,2015-08-18,Billerica,The,,9 Progress Rd.,,The Dodge Company,1821.0,MA,-5:00
3513,2015-06-08,Southborough,,,146 Cordaville Rd.,,Southborough Solar LLC,1772.0,MA,-5:00
3514,2015-06-10,Marlborough,,,219 Forest St.,,Fore Kicks - Marlborough,1752.0,MA,-5:00
3515,2015-06-10,Norfolk,,,10 Pine St.,,Fore Kicks - Norfolk,2056.0,MA,-5:00
3516,2015-06-12,Holden,Holden,,673 Main St.,,Holden Discount Liquors,1520.0,MA,-5:00
3517,2015-06-14,Mendon,,,28 Hastings St. Building E,,28 Hastings St Corporation,1756.0,MA,-5:00
3524,,,Hopping,,,,,,,
3534,2015-06-23,Whitinsville,ERA,,76 Church St.,,ERA Key Realty Services,1588.0,MA,-5:00
3536,2015-07-07,Walnut grove,Kay,,14400 Andrus Island Rd.,,Kay Dix,95690.0,CA,-8:00
3543,2014-07-09,Stow,,,,,Petter Residence,1775.0,MA,-5:00
3544,2014-07-06,Bolton,,,,,Rogers Residence,1740.0,MA,-5:00
3545,2014-07-06,Sutton,,,,,Engstrand Residence,1590.0,MA,-5:00
3546,2014-07-06,Westminster,,,,,Marsh Residence,1473.0,MA,-5:00
3547,2014-07-09,Uxbridge,,,,,Desisto Residence,1569.0,MA,-5:00
3549,2015-06-11,Millbury,,,,,Rudge Residence,1527.0,MA,-5:00
3551,2015-06-18,Millis,Milliston,,4-18 Milliston Rd.,,Milliston Place - Strip Plaza,2054.0,MA,-5:00
3552,2015-06-15,Millis,Milliston,,730 Main St.,,Milliston Place - Office Building,2054.0,MA,-5:00
3555,2015-07-20,Rohnert park,North,,,,North Bay Industries,94928.0,CA,-8:00
3558,2015-07-21,Webster,Long,,7 Sutton Rd.,,Long Subaru - Dealership,1570.0,MA,-5:00
3562,,,Strafford,,,,,,,
3577,2016-09-01,Woburn,Janis,,225 Wildwood Ave.,,"Janis Research Company, LLC - Building 1",1801.0,MA,-5:00
3583,2015-07-29,Oroville,McInturf_,,245 Fairhill Dr.,,"McInturf, David",95966.0,CA,-8:00
3585,2015-07-24,Raynham,Mastria,,1545 New State Hwy.,,Mastria Mazda,2767.0,MA,-5:00
3590,2015-06-18,Malden,Windsor,,212 Maplewood St.,,Windsor Architectural Woodworking,2148.0,MA,-5:00
3593,2015-05-27,Essex,,,134 Southern Ave.,,Donovan Project,1929.0,MA,-5:00
3598,2015-06-18,Worcester,Worcester,,129 Shrewsbury St.,,Worcester Discount Liquors - Shrewsbury St.,1604.0,MA,-5:00
3605,2015-08-15,Woodland,Reiff_,,40905 County Road 14,,"Reiff, Allan",95776.0,CA,-8:00
3607,2015-08-17,Durham,Durham,,41 Main St.,,Durham Firehouse,6422.0,CT,-5:00
3611,2015-08-06,Wayland,Cochituate,,169 Commonwealth Rd.,,Cochituate Village - 169 Commonwealth Road,1778.0,MA,-5:00
3624,2015-08-10,Ayer,JP,,50 Barnum Rd.,,JP Sullivan Phase 2,1748.0,MA,-5:00
3630,2015-10-22,Stockton,,,2280 S. Jack Tone Rd.,,Podesta - Huller,95215.0,CA,-8:00
3634,2015-08-28,Poughkiepsie,Dutchess,,5 Laurel St.,,Dutchess Beer Distributors,12601.0,NY,-5:00
3635,2015-08-31,Southbridge,,,54 Eastford Rd.,,"Hyde Tools, Inc.",1550.0,MA,-5:00
3639,,,Colton,,,,,,,
3642,2015-09-01,Lyme,Crossroads,,95 Dartmouth College Highway,,Crossroads Academy,3768.0,NH,-5:00
3654,2015-08-09,Millis,Milliston,,20A Milliston Rd.,,Milliston Common Main Plaza,2054.0,MA,-5:00
3655,2015-09-09,Marlborough,EJR,,401 Elm St.,,EJR Harr Realty Trust,1752.0,MA,-5:00
3660,2015-09-13,Holliston,Holliston,,140 Summer St.,,Holliston Meadows Pet Resort,1746.0,MA,-5:00
3664,2015-09-15,Glenn,DMG,,3239 County Road U,,DMG Farms - Walnuts,95948.0,CA,-8:00
3665,2015-09-16,Rio oso,Bear,,218 Pleasant Grove Rd,,Bear River Supply,95074.0,CA,-8:00
3668,2015-09-16,Worcester,Worcester,,29 Mountain St.,,Worcester - Mountain Street LLC,1606.0,MA,-5:00
3673,,,Fortifiber,,,,,,,
3680,2015-09-25,Millis,Milliston,,27 Milliston Rd.,,Milliston Common - Gold's Gym,2054.0,MA,-5:00
3681,2015-09-18,Malden,A,,15 Joseph St.,,,2148.0,MA,-5:00
3682,2015-09-30,Natick,Amvets,,1 Superior Dr.,,Amvets Post 79,1760.0,MA,-5:00
3691,2015-10-06,Hopkinton,,,98 Hayden Rowe St.,,SED Hopkinton Center for the Arts,1748.0,MA,-5:00
3693,2015-10-07,Canton,Cyrus,,465 Turnpike Rd.,,Cyrus Properties LLC,2021.0,MA,-5:00
3698,2015-10-12,Ellensburg,,,1710 W Sun East Rd.,,Thomas Solar,98926.0,WA,-8:00
3699,2015-10-12,Priceton,Giesbretch_,,1948 Road X,,"Giesbretch, Chad",95943.0,CA,-8:00
3706,2015-10-10,Rio oso,Nelson,,2991 Cornelius Ave.,,Nelson - Dryers,95668.0,CA,-8:00
3707,2015-10-15,Corning,Whiteley_,,25321 Pennsylvania Ave.,,,96021.0,CA,-8:00
3717,2015-10-28,Sacramento,Fleet,,1317 Vinci Ave.,,Fleet Guy,95838.0,CA,-8:00
3718,2015-08-01,Wayland,Cochituate,,25 Main St.,,Cochituate Village - 25 Main Street,1778.0,MA,-5:00
3736,2015-10-01,Weyers cave,,,97 Railside Dr.,,"Railside Industries, Inc.",24486.0,VA,-5:00
3749,2015-10-28,Live oak,Goodman,,8581 Bigelow Road,,Goodman Ranch,95953.0,CA,-8:00
3750,2015-09-18,Cambridge,Harvard,,18 Everett St.,,Harvard Law School - Wasserstien,1238.0,MA,-5:00
3751,2015-11-03,Williams,Sacramento,,5498 Lurline Ave.,,Sacramento Valley Seed,95987.0,CA,-8:00
3766,2015-12-01,Walpole,Minuteman,,2181 Providence Hwy.,,"Minuteman Trucks, Inc.",2081.0,MA,-5:00
3767,2015-11-10,Franklin,Ichigo,,837 W. Central St.,,Ichigo Ichie,2038.0,MA,-5:00
3771,2015-09-18,Taunton,Fore,,223 Fremont St.,,Fore Kicks - Taunton,2780.0,MA,-5:00
3773,2015-11-12,Arbuckle,Jake,,1438 Ohm Rd.,,Jake Kley,95912.0,CA,-8:00
3774,2016-04-01,Orange,Hunt,,207 Daniel Shays Hwy.,,Hunt Farm 202 Solar,1364.0,MA,-5:00
3776,2015-11-16,Cambridge,,,445 Concord Ave,,CSS PV Array,2138.0,MA,-5:00
3778,2015-11-18,Abington,Aroyan,,1423 Bedford St.,,Aroyan,2351.0,MA,-5:00
3781,2015-11-20,Stockton,,,7367 E. Mariposa Rd.,,Podesta - Processer,95215.0,CA,-8:00
3790,2015-11-30,Live oak,Wilbur,,1500 Eager Road,,Wilbur Packing,95953.0,CA,-8:00
3793,2015-11-23,Hopedale,373,,373 - 383 West St.,,373 - 383 West Street - Nominee Realty Trust,1747.0,MA,-5:00
3798,2015-12-01,Clements,Brown_,,25291 McIntire Rd.,,"Brown, Daniel",95227.0,CA,-8:00
3800,,,Mason,,,,,,,
3801,2015-04-01,West brookfield,Wickaboag,,94 John Gilbert Rd.,,Wickaboag Solar,1585.0,MA,-5:00
3805,2015-12-02,Danvers,Russo,,10 Hutchinson Dr.,,Russo Marine,1923.0,MA,-5:00
3819,2015-12-10,Worcester,Dennison,,692 Millbury St.,,Dennison Lubricants - Worcester,1607.0,MA,-5:00
3821,2015-12-01,Hancock,Hancock,,297 Brodie Mountain Rd.,,Hancock PV,2137.0,MA,-5:00
3843,2015-12-21,Yuba city,Penning,,8109 Everglade Rd.,,Penning Farms,95676.0,CA,-8:00
3844,2015-12-21,Gridley,Big,,954 Highway 99,,Big Valley Ag,95948.0,CA,-8:00
3854,2015-12-30,Fall river,Saber,,231 Bedford St.,,Saber Auto Body,2720.0,MA,-5:00
3855,2015-12-30,Stoughton,Cyn,,100 Tosca Dr.,,Cyn Environmental,2072.0,MA,-5:00
3856,2015-12-30,Dighton,Shaws,,86 Main St.,,Shaws Boat Yard,2715.0,MA,-5:00
3857,2015-12-30,Webster,Christopher,,56 Worcester Rd.,,Christopher Lindstrom Roof Top,1570.0,MA,-5:00
3858,2015-12-18,Bellingham,Bellingham,,15 N. Main St.,,Bellingham Plaza,2019.0,MA,-5:00
3859,2015-12-15,Concord,SED,,555 Virginia Rd.,,SED Paradigm Properties - Building 5,1742.0,MA,-5:00
3860,2015-12-18,Lexington,Cotting,,453 Concord Ave.,,Cotting School,2421.0,MA,-5:00
3861,2015-12-18,Concord,SED,,575 Virginia Rd.,,SED Paradigm Properties - Building 3,1742.0,MA,-5:00
3862,2015-12-18,Concord,SED,,561 Virginia Rd.,,SED Paradigm Properties - Building 4,1742.0,MA,-5:00
3864,,,Danna,,,,,,,
3866,,,Goodyear,,,,,,,
3868,2016-01-05,Washington,Atlas,,"2052 West Virginia Ave. N.E., Ste. 102",,Atlas Brew Works,20002.0,DC,-5:00
3876,2016-01-08,Colusa,Sheep,,4748 River Rd.,,Sheep Barn,95932.0,CA,-8:00
3881,2016-01-04,Acampo,,,13852 E. Peltier Rd.,,Nestor - El Rio,95220.0,CA,-8:00
3889,2016-01-01,Hopedale,SED,,10 Tandem Way,,SED Braun's Express,1747.0,MA,-5:00
3890,2016-01-14,Spencer,Mercury,,1 Mercury Dr.,,Mercury Wire Products,1562.0,MA,-5:00
3891,2016-01-14,Fitchburg,MDP,,245 River St.,,MDP 245 Riverside Commons,1420.0,MA,-5:00
3901,2016-01-15,Colusa,Headquarters,,4622 River Rd.,,Headquarters,95932.0,CA,-8:00
3913,2016-01-21,Chico,Pine,,7020 Cana Hwy.,,Pine Creek - Shop,95973.0,CA,-8:00
3914,2016-01-21,Chico,Pine,,7020 Cana Hwy.,,Pine Creek - 100,95928.0,CA,-8:00
3925,2016-01-01,Norwood,Gaston,,85 Morse St.,,"Gaston Electrical / Weber Bros., LLC",2062.0,MA,-5:00
3926,2016-01-01,Ware,Quabbin,,10 Maple St.,,,1082.0,MA,-5:00
3927,2016-01-01,Ware,Quabbin,,12 Maple St.,,,1082.0,MA,-5:00
3928,2016-01-28,Plymouth,CSH,,15 Apollo 11 Rd.,,CSH Industries - AJ Providers,2360.0,MA,-5:00
3929,2016-01-28,Tewksbury,Carter,,20 Carter St.,,Carter Street Realty - Turf Time,1876.0,MA,-5:00
3930,2016-01-28,Lowell,General,,224 Walker St.,,General Woodworking - 224 Walker Street,18501.0,MA,-5:00
3931,2016-01-28,Lincoln,Lincoln,,50 Wells Rd.,,Lincoln Woods - Ground Mount,1773.0,MA,-5:00
3932,2016-01-28,Lincoln,Lincoln,,50 Wells Rd.,,Lincoln Woods - Roof Mount,1773.0,MA,-5:00
3933,2016-01-28,Milford,Sky,,340 E. Main St.,,Sky Buffet,1757.0,MA,-5:00
3934,2016-01-28,Somerville,Select,,66 Union Sq.,,Select Development - Somerville,2143.0,MA,-5:00
3945,2016-02-01,Escalon,Hoff_,,23291 E. River Rd.,,,95320.0,CA,-8:00
3947,,,Payne,,,,,,,
3954,2016-01-07,Lodi,Rivermaid,,6011 E. Pine St.,,Rivermaid Green,95240.0,CA,-8:00
3955,,,Rivermaid,,,,,,,
3958,2016-02-02,Sutter,,,1429 Acacia Ave.,,Sutter Rice,95776.0,CA,-8:00
3959,2016-02-02,Olivehurst,Packaging,,3663 Feather River Blvd.,,"Packaging Specialist, Inc.",95961.0,CA,-8:00
3962,2016-02-03,South dennis,Tony,,8 Gages Way,,Tony Kent IGS,2660.0,MA,-5:00
3963,2016-02-03,Fitchburg,Tango,,134 Crawford St.,,Tango Construction,1420.0,MA,-5:00
3968,2016-01-07,Lodi,Rivermaid,,6011 E. Pine St.,,Rivermaid Red,95240.0,CA,-8:00
3970,2016-02-01,Lowell,General,,299 Western Ave.,,General Woodworking - 299 Western Avenue,1851.0,MA,-5:00
3977,2016-02-09,Arbuckle,College,,7521 Tule Rd.,,College City - Dryer,95912.0,CA,-8:00
3978,2016-02-10,Brockton,JLS,,672 Crescent St.,,JLS Mailing Services,2302.0,MA,-5:00
3979,2016-02-11,Arbuckle,College,,7521 Tule Rd.,,College City - Pump,95912.0,CA,-8:00
3980,2016-02-10,Whitman,Duval_s,,571 Washington St.,,Duval's Pharmacy,2382.0,MA,-5:00
3986,2016-02-12,Barnstable,,,,,Huntley Residence,2601.0,MA,-5:00
3988,2016-02-12,Avon,BC,,25 Bodwell St.,,,2322.0,MA,-5:00
3991,2016-02-16,Cotuit,Berkey,,756 Main St.,,Berkey Residence,2635.0,MA,-5:00
4025,2016-02-22,Osterville,Driscoll,,Evans Rd.,,Driscoll Residence,2655.0,MA,-5:00
4027,2016-02-23,Wrentham,SSG,,475 Washington St.,,"SSG Douglas A. King Builders, Inc.",2093.0,MA,-5:00
4031,2016-02-29,Allston,HBS,,25 Travis St.,,HBS - Travis Hall,2134.0,MA,-5:00
4032,2016-02-29,Gloucester,Butman,,19 Pond St.,,Butman Project,1930.0,MA,-5:00
4033,2016-02-29,Gloucester,Dodge,,150 Eastern Ave.,,Dodge Street Realty,1930.0,MA,-5:00
4034,2016-02-29,Stoughton,Tempus,,600 Technology Center Dr.,,"Tempus Unlimited, Inc.",2072.0,MA,-5:00
4035,2016-02-29,Gloucester,,,11 Pond Rd.,,Robert Fronitero,1930.0,MA,-5:00
4036,2016-02-29,Culver city,Julian,,4975 Overland Ave,,Julian Dixon Library PV,90230.0,CA,-8:00
4038,2016-03-01,Los angeles,A,,150 E. El Segundo Blvd.,,A C Bilbrew Library,90061.0,CA,-8:00
4040,2016-03-01,Sun valley,Community,,1 Community School Dr.,,Community School,83353.0,IDAHO,-7:00
4041,2016-03-01,Worcester,Aster,,220 Brooks St.,,Aster Group - Brooks Street,1606.0,MA,-5:00
4042,2016-03-01,Pleasant grove,Scheidel_,,1458 W. Catlett Rd.,,"Scheidel, Aaron",95668.0,CA,-8:00
4047,2016-03-02,Marionville,C_L_,,19042 Lawrence 1240,,"C.L. Bailey Company, Main Bldg",65705.0,MO,-6:00
4048,2016-03-02,Ozark,BK_P,,1651 S. 22nd Street,,,65721.0,MO,-6:00
4057,2016-03-08,Yuba city,Danna,,2765 Young Rd.,,Danna Farms - Yuba City,95993.0,CA,-8:00
4059,2016-03-09,Pleasant grove,Dunbar_,,4100 Pleasant Grove Rd.,,"Dunbar, Jason",95668.0,CA,-8:00
4061,2016-03-09,Pleasant grove,Double,,4100 Pleasant Grove Blvd.,,Double D Farms - Dunbar,95668.0,CA,-8:00
4065,2016-03-10,Waltham,Waltham,,71 Massasoit St.,,Waltham Lumber Building Materials,2453.0,MA,-5:00
4070,2016-03-14,Escalon,DeRuosi,,25055 E. Arthur Rd.,,DeRuosi Nut,95320.0,CA,-8:00
4071,2016-03-15,Meridian,Henderson,,2551 Farmlan Rd.,,Henderson,95957.0,CA,-8:00
4072,2016-02-15,Southlake,Trinity,,925 S Kimball Ave,,"Trinity Private Equity Group, Kimball",76092.0,TX,-5:00
4074,2016-03-16,Woodland,Heidrick,,12972 County Road 102,,Heidrick - Huff Pumps,95776.0,CA,-8:00
4076,,,Baloian,,,,,,,
4077,2016-02-01,Frenso,Double,,,,Double E Farms #12,93725.0,CA,-8:00
4078,2016-03-17,Reno,,,3555 Airway Dr.,,Sunworks Nevada,89511.0,CA,-8:00
4082,2016-03-21,Glenn,Geisbrecht_,,2369 Highway 45,,"Geisbrecht, Brandon",95943.0,CA,-8:00
4084,2016-03-22,Santa maria,Innovative,,2165 W. Main St.,,Innovative Produce - Pump,93458.0,CA,-8:00
4085,2016-03-23,Upton,,,43 Walnut St.,,Greenwald Residence,1568.0,MA,-5:00
4089,2016-03-28,Chico,Pine,,7020 Cana Hwy.,,,95928.0,CA,-8:00
4092,2016-03-22,Santa maria,Innovative,,1615 W. Main St.,,Innovative Produce - Shop,93458.0,CA,-8:00
4099,2016-03-29,Milford,Plumb,,10 Industrial Rd.,,Plumb House,2302.0,MA,-5:00
4100,2016-03-28,Chestnut hill,,,33 Kingsbury Rd.,,Cohen / Stapleton Residence,2467.0,MA,-5:00
4101,2016-03-30,Rio oso,DeValentine,,2890 Bear River Dr.,,DeValentine Farms,95674.0,CA,-8:00
4102,2016-03-30,Chico,Pine,,7020 Cana Hwy.,,Pine Creek - 700,95928.0,CA,-8:00
4106,2016-03-30,Butte city,Clark,,705 County Road Y,,Clark Land Co.,95920.0,CA,-8:00
4108,2016-03-31,Sparks,,,100 Canyon Way,,Menezes Bros. Inc.,89434.0,NV,-8:00
4112,2016-04-07,Natick,21,,21 Strathmore Rd.,,21 Stratsol LLC,1760.0,MA,-5:00
4115,2016-04-01,Cypress,,,5900 Katella Ave.,,"Mitsubishi Electric PV System, Cypress",90630.0,CA,-8:00
4117,2016-04-11,Richvale,BUCRA,,1121 Richvale Hwy.,,BUCRA - Roof Mount,95974.0,CA,-8:00
4120,2016-04-13,Pleasant grove,Nelson,,2789 Pleasant Grove Rd.,,Nelson - Pump,95668.0,CA,-8:00
4121,,,Williams,,,,,,,
4123,2016-04-24,Tyngsboro,Enright,,100 Business Park Dr.,,Enright LLC,1879.0,MA,-5:00
4126,2016-03-12,Merdian,Fedora,,2551 Farmlan Rd.,,Fedora Farms Inc.,95957.0,CA,-8:00
4132,2016-04-21,Bolivar,Bank,,575 S. Main Ave.,,Bank of Bolivar - Annex,65613.0,MO,-6:00
4133,2016-04-21,Bolivar,Bank,,107 Keeling Pl.,,Bank of Bolivar - Keeling Place,65613.0,MO,-6:00
4134,2016-04-21,Fair grove,Bank,,40 N. Main St.,,Bank of Bolivar - Fair Grove Branch,65648.0,MO,-6:00
4135,2016-04-21,Bolivar,Bank,,2126 W. Broadway St.,,Bank of Bolivar - West Broadway Branch,65613.0,MO,-6:00
4136,2016-04-21,Joplin,O_Reilly,,4026 Arizona Ave.,,"O'Reilly Hospitality - Town Place Suites, Joplin",64804.0,MO,-6:00
4137,2016-04-21,Republic,Macadoodles,,1439 Us-60,,Macadoodles,65738.0,MO,-6:00
4138,2016-04-21,Branson,O_Reilly,,1000 W Main St,,"O'Reilly Hospitality - Baymont Inn, Branson",65616.0,MO,-6:00
4139,2016-04-21,Bolivar,Bank,,495 S Springfield Ave,,"Bank of Bolivar, Springfield Ave",65613.0,MO,-6:00
4140,2016-04-21,San jose,Tulare,,1132 N. Seventh Street,,Tulare City School District Solar Project Maple,95112.0,CA,-8:00
4144,2016-04-22,Anacortes,Anacortes,,904 6th St.,,Anacortes City Hall,98221.0,WA,-8:00
4148,2016-04-25,Live oak,COE,,3453 Riviera Rd.,,COE Orchard Equipment,95953.0,CA,-8:00
4150,2016-04-27,Ipswich,State,,195 High St.,,State Supply Corp.,1938.0,MA,-5:00
4151,2015-12-01,Provincetown,Provincetown,,1 Commercial St.,,Provincetown Inn,2657.0,MA,-5:00
4155,2016-04-29,Newburyport,East,,4 Malcolm Hoyt Dr.,,East Coast Welding - Phase 2,1950.0,MA,-5:00
4157,2016-05-02,Cambridge,,,Western Avenue,,HBS - Shad Hall,,MA,-5:00
4160,2016-05-02,Woburn,Nardone,,160 Olympia Ave.,,Nardone Electric - 160 Olympia Avenue,1801.0,MA,-5:00
