,site_id,activationDate,city,csv_name,latitude,line1,longitude,name,postal,state,timezone,address
375,2484,2014-01-07,Worcester,,42.2517985,75 Hammond St.,-71.8102296,PWRR Southbridge System 1,1610,MA,-5:00,"75 Hammond St. Worcester, MA 1610"
376,2485,2013-12-23,Hopkinton,SSG,42.209715,45 South St.,-71.54668,SSG 45 South Street - Phase 2,1748,MA,-5:00,"45 South St. Hopkinton, MA 1748"
377,2494,2013-12-20,Bedford,FUJIFILM,42.49065,45 Crosby Drive,-71.276169,"FUJIFILM Recording Media U.S.A., Inc.",x,MA,-5:00,"45 Crosby Drive Bedford, MA x"
378,2496,2013-12-26,Ayer,,42.5666055,22 Bryan Way,-71.5326427,Ancom Custom Cabinets,1432,MA,-5:00,"22 Bryan Way Ayer, MA 1432"
379,2499,2013-12-06,N. dartmouth,Clean,41.6629124,358 Faunce Corner Rd.,-70.991255,Clean Energy Service,2747,MA,-5:00,"358 Faunce Corner Rd. N. dartmouth, MA 2747"
380,2500,2014-12-09,Boston,,42.31225999999999,231 - 233 Quincy St.,-71.07364989999999,Quincy Heights - 231-233 Quincy St.,2121,MA,-5:00,"231 - 233 Quincy St. Boston, MA 2121"
381,2501,2013-12-27,Rockland,,42.13,800 Beach Street,-70.91,Rockland Landfill,2370,MA,-5:00,"800 Beach Street Rockland, MA 2370"
382,2503,2014-02-04,Worcester,,42.2485975,1 South Gate Street - Pole #1,-71.8103981,PWRR Forgotten Yard,1610,MA,-5:00,"1 South Gate Street - Pole #1 Worcester, MA 1610"
383,2511,2014-01-05,Des moines,Iowa,41.5951983,3000 East Grand Ave.,-93.55093060000002,Iowa State Fairgrounds Varied Industries Building,50317,IA,-6:00,"3000 East Grand Ave. Des moines, IA 50317"
384,2516,2013-11-30,Arlington,,42.4166246,7 Central St.,-71.15622379999999,7 Central Street,2476,MA,-5:00,"7 Central St. Arlington, MA 2476"
385,2517,2014-01-08,Fall river,,41.7558215,Innovation Way,-71.0962907,Fall River Innovation LLC,2720,MA,-5:00,"Innovation Way Fall river, MA 2720"
386,2520,2014-01-23,Salisbury,Old,42.856385,10 Fanaras Dr.,-70.887891,Old Time Sports 2,1952,MA,-5:00,"10 Fanaras Dr. Salisbury, MA 1952"
387,2529,2014-02-25,San diego,Solana,32.9637053,13605 Pacific Highlands Ranch,-117.1955855,Solana Ranch Elementary,92130,CA,-8:00,"13605 Pacific Highlands Ranch San diego, CA 92130"
388,2533,2014-01-14,Franklin,,42.0845945,90 Hayward St.,-71.40980569999999,Classic Furniture,2038,MA,-5:00,"90 Hayward St. Franklin, MA 2038"
389,2538,2017-01-01,Lawrence,,42.7070354,,-71.1631137,Ali's(2538),2364,MA,-5:00," Lawrence, MA 2364"
390,2543,,,Brimfield,0.0,,0.0,,x,,,none
391,2545,,,Shaw_s,0.0,,0.0,,x,,,none
392,2549,2014-02-04,Northborough,,42.3197933,,-71.6423322,Smith Residence - Northborough,1532,MA,-5:00," Northborough, MA 1532"
393,2550,2014-01-22,Stow,Howe,42.4195323,,-71.51304449999999,Howe Residence,1775,MA,-5:00," Stow, MA 1775"
394,2555,2014-01-28,Northborough,Parsons,42.31801050000001,35 Lyman St.,-71.61189499999999,Parsons - 35 Lyman System 1,1532,MA,-5:00,"35 Lyman St. Northborough, MA 1532"
395,2556,2014-01-27,Northborough,Parsons,42.31801050000001,35 Lyman St.,-71.61189499999999,Parsons - 35 Lyman System 2,1532,MA,-5:00,"35 Lyman St. Northborough, MA 1532"
396,2557,2014-01-27,Northborough,Parsons,42.31801050000001,35 Lyman St.,-71.61189499999999,Parsons - 35 Lyman System 3,1532,MA,-5:00,"35 Lyman St. Northborough, MA 1532"
397,2558,2014-01-20,Charlton,Forrestall,42.1484287,Lot 1 Bay Path Rd.,-71.9242395,Forrestall Charlton LLC,1507,MA,-5:00,"Lot 1 Bay Path Rd. Charlton, MA 1507"
398,2559,2013-11-01,Charlton,Flair,42.1486198,5 Bay Path Rd.,-71.92381859999999,Flair One,1507,MA,-5:00,"5 Bay Path Rd. Charlton, MA 1507"
399,2574,2016-06-28,Bloomington,Bloomington,34.0708746,18028 Valley Blvd.,-117.4110073,Bloomington - Phase 1,92316,CA,-8:00,"18028 Valley Blvd. Bloomington, CA 92316"
400,2579,2014-02-06,Franklin,,42.0828353,31 Hayward St.,-71.4104551,Moseley Corp.,2038,MA,-5:00,"31 Hayward St. Franklin, MA 2038"
401,2580,2013-12-13,Andover,,42.6017155,South St.,-71.1798104,South Street Solar LLC,1810,MA,-5:00,"South St. Andover, MA 1810"
402,2588,2014-02-10,Concord,,42.4527187,,-71.3705616,Schaffner Residence,1742,MA,-5:00," Concord, MA 1742"
403,2590,2014-02-11,Easton,SED,42.059104,405 Washington St.,-71.089157,SED Stonehill Barn Pole 2,2356,MA,-5:00,"405 Washington St. Easton, MA 2356"
404,2591,2014-02-12,Waltham,,42.3971065,,-71.25989969999999,Shore Residence,2451,MA,-5:00," Waltham, MA 2451"
405,2592,2014-02-18,Hopkinton,Lumber,42.212978,26 Lumber St.,-71.54258209999999,Lumber Street Auto Repair,1748,MA,-5:00,"26 Lumber St. Hopkinton, MA 1748"
406,2600,2015-01-20,Holliston,Crestview,42.231766,147 Turner Rd.,-71.4343427,Crestview Condominiums,1746,MA,-5:00,"147 Turner Rd. Holliston, MA 1746"
407,2605,2014-05-09,Olivehurst,Naumes,39.0637964,3792 Feather River Blvd.,-121.5808139,Naumes - Olivehurst,95961,CA,-8:00,"3792 Feather River Blvd. Olivehurst, CA 95961"
408,2606,2014-03-28,Arlington,,42.414216,297 Broadway,-71.14914519999999,American Alarm,2474,MA,-5:00,"297 Broadway Arlington, MA 2474"
409,2607,2014-05-08,Andover,,42.6558466,15 Central St.,-71.1417404,15 Central Street Associates,1810,MA,-5:00,"15 Central St. Andover, MA 1810"
410,2608,2014-02-21,Ayer,,42.5511879,50 Barnum Rd.,-71.5750242,JP Sullivan,1432,MA,-5:00,"50 Barnum Rd. Ayer, MA 1432"
411,2609,2014-02-25,Merrimac,,42.8340582,,-71.0005509,Moskal Residence,1860,MA,-5:00," Merrimac, MA 1860"
412,2610,2014-02-25,Lockwood,,35.943377,67550 Lockwood-Jolon Rd.,-121.083262,San Antonio School District,93932,CA,-8:00,"67550 Lockwood-Jolon Rd. Lockwood, CA 93932"
413,2611,2014-02-17,Northborough,,42.3197933,,-71.6423322,Fossey Residence,1532,MA,-5:00," Northborough, MA 1532"
414,2612,2014-02-25,Webster,,42.0542919,,-71.845274,Slota Residence,1570,MA,-5:00," Webster, MA 1570"
415,2613,2014-02-26,Mendon,28,42.103126,28 Hastings St.,-71.556438,28 Hastings - D,1756,MA,-5:00,"28 Hastings St. Mendon, MA 1756"
416,2616,2014-02-26,Easton,SED,42.0583093,420 Washington St.,-71.08656789999999,SED Stonehill Barn Pole 3,2357,MA,-5:00,"420 Washington St. Easton, MA 2357"
417,2618,2014-03-04,Mendon,SEP,42.100261,15 Cape Rd.,-71.5043728,SEP Bethany Community Church,1756,MA,-5:00,"15 Cape Rd. Mendon, MA 1756"
418,2627,2016-07-26,North bend,Tanner,47.4709566,45710 S.E North Bend Way,-121.7302706,Tanner Electric Cooperative,98045,WA,-8:00,"45710 S.E North Bend Way North bend, WA 98045"
419,2628,2014-03-30,Bellingham,Camp,42.1010036,244 Maple St.,-71.44742219999999,Camp Bow Wow,2019,MA,-5:00,"244 Maple St. Bellingham, MA 2019"
420,2637,2014-01-20,Salsbury,Old,42.856385,10 Fanaras Dr.,-70.887891,Old Time Sports 1,1952,MA,-5:00,"10 Fanaras Dr. Salsbury, MA 1952"
421,2643,2014-03-12,Needham,,42.2748016,,-71.2458436,Golden Residence,2492,MA,-5:00," Needham, MA 2492"
422,2648,2014-03-17,Boston,,42.3655147,"Morgan Hall, Harvard University, Western Ave.",-71.1221412,HBS Morgan,2138,MA,-5:00,"Morgan Hall, Harvard University, Western Ave. Boston, MA 2138"
423,2649,2014-05-14,Chattanooga,,35.0863538,171 Baylor School Drive,-85.3376483,Baylor School,37405,TN,-5:00,"171 Baylor School Drive Chattanooga, TN 37405"
424,2651,2014-03-20,Stow,,42.4195323,,-71.51304449999999,Sonnichsen Residence,1775,MA,-5:00," Stow, MA 1775"
425,2652,2014-03-20,Oxford,,42.1170386,,-71.86472119999999,Chalupka Residence,1540,MA,-5:00," Oxford, MA 1540"
426,2653,2014-03-20,Berlin,,42.38215080000001,,-71.6317359,Tremelling Residence,1503,MA,-5:00," Berlin, MA 1503"
427,2654,2016-07-01,Hopkinton,,42.212978,26 Lumber St.,-71.54258209999999,Lumber Street Auto Repair - Phase 2,1748,MA,-5:00,"26 Lumber St. Hopkinton, MA 1748"
428,2658,2016-07-26,Arbuckle,Chamisal,39.0341618,1253 Cortina School Rd.,-122.1537439,Chamisal Creek,95912,CA,-8:00,"1253 Cortina School Rd. Arbuckle, CA 95912"
429,2660,2014-03-15,Franklin,Brookdale,42.0902946,860 West Central Street,-71.43295119999999,Brookdale Mill,2038,MA,-5:00,"860 West Central Street Franklin, MA 2038"
430,2661,2014-03-27,Wareham,Shurtleff,41.766258,,-70.70495199999999,Shurtleff / Levasseur Residence,2571,MA,-5:00," Wareham, MA 2571"
431,2665,2014-03-27,Bolton,,42.4352987,,-71.6080009,Duhame Residence,1740,MA,-5:00," Bolton, MA 1740"
432,2666,2014-03-27,Lexington,,42.4270121,11 Woodcliffe Road,-71.2445211,Khosraviani Residence,2420,MA,-5:00,"11 Woodcliffe Road Lexington, MA 2420"
433,2668,2014-03-27,Bolton,,42.4352987,,-71.6080009,Taylor / Taylor-Kennedy Residence,1740,MA,-5:00," Bolton, MA 1740"
434,2669,2014-03-27,Wakefield,Reska,42.5039395,,-71.0723391,Reska Residence,1880,MA,-5:00," Wakefield, MA 1880"
435,2673,2014-03-30,Big bear lake,Big,34.2453091,42040 Garstin Dr.,-116.8848457,Big Bear Lake Maintenance Yard,92315,CA,-8:00,"42040 Garstin Dr. Big bear lake, CA 92315"
436,2676,2014-04-01,Gainesville,,29.718297,6931 N.W. 22nd St.,-82.353657,Cheshire 126kW,32653,FL,-5:00,"6931 N.W. 22nd St. Gainesville, FL 32653"
437,2677,2014-04-06,Gainesville,,29.65886859999999,901 N.W. 8th Ave.,-82.3345918,Silber 2 157.5kW,32601,FL,-5:00,"901 N.W. 8th Ave. Gainesville, FL 32601"
438,2678,2014-04-06,Gainesville,,29.651418,14 S. Main St.,-82.325462,Silber 1 84kW,32601,FL,-5:00,"14 S. Main St. Gainesville, FL 32601"
439,2686,2014-04-08,Quincy,SED,42.2991086,67 Wendell St.,-71.0111463,"SED 67 Wendell St., Quincy, MA",2171,MA,-5:00,"67 Wendell St. Quincy, MA 2171"
440,2687,2014-04-08,Quincy,,42.2616336,162 Old Colony Ave.,-71.0138863,"SED 162 Old Colony Avenue, Quincy, MA",2171,MA,-5:00,"162 Old Colony Ave. Quincy, MA 2171"
441,2688,2014-04-08,Quincy,,42.2608219,180 Old Colony Ave.,-71.01331569999999,"SED 180 Old Colony Avenue, Quincy, MA",2170,MA,-5:00,"180 Old Colony Ave. Quincy, MA 2170"
442,2689,2014-04-08,Gainesville,,29.6758011,2500 N. Main St.,-82.3222823,Marchesini 157.5kW,32609,FL,-5:00,"2500 N. Main St. Gainesville, FL 32609"
443,2690,2014-04-08,Quincy,SED,42.2720992,30 Wendell St.,-71.010593,"SED - 30 Wendell Street, Quincy, MA",2171,MA,-5:00,"30 Wendell St. Quincy, MA 2171"
444,2696,2016-07-26,Chico,Pyle_,39.661114,3287 Dayton Rd.,-121.85938,"Pyle, John",95928,CA,-8:00,"3287 Dayton Rd. Chico, CA 95928"
445,2700,2014-04-15,Stow,,42.4195323,,-71.51304449999999,Hall Residence - Stow,1775,MA,-5:00," Stow, MA 1775"
446,2701,2014-04-15,Plainville,,42.0101231,,-71.3468091,McCormick Residence - Plainville,2762,MA,-5:00," Plainville, MA 2762"
447,2702,2014-04-15,Stow,,42.4195323,,-71.51304449999999,Clarke / Putnam Residence,1775,MA,-5:00," Stow, MA 1775"
448,2710,2014-04-21,Ayer,,42.56035869999999,,-71.560526,Benyo Residence,1432,MA,-5:00," Ayer, MA 1432"
449,2711,2014-04-21,Stow,,42.4195323,,-71.51304449999999,Glauner/McDougald Residence,1775,MA,-5:00," Stow, MA 1775"
450,2713,2014-06-13,Wayland,,42.3618441,30 Boston Post Rd.,-71.3336795,David Stone,1778,MA,-5:00,"30 Boston Post Rd. Wayland, MA 1778"
451,2725,2016-07-26,Sutter creek,Jarrett,38.385755,12925 Ridge Road,-120.788763,Jarrett Inc.,95685,CA,-8:00,"12925 Ridge Road Sutter creek, CA 95685"
452,2727,2014-04-29,Hopkinton,,42.22739720000001,61 Wood St.,-71.53981449999999,SEP St. Paul's Episcopal Church,1748,MA,-5:00,"61 Wood St. Hopkinton, MA 1748"
453,2731,2014-01-22,Salisbury,Old,42.856385,10 Fanaras Dr.,-70.887891,Old Time Sports,1952,MA,-5:00,"10 Fanaras Dr. Salisbury, MA 1952"
454,2744,2014-12-09,Boston,,42.3122183,222 - 226 Quincy St.,-71.0738901,Quincy Heights - 222-226 Quincy St. Boston,2121,MA,-5:00,"222 - 226 Quincy St. Boston, MA 2121"
455,2745,2014-02-16,Conventry,,41.7006287,1670 Flat River Rd.,-71.5926422,SED - Coventry Rhode Island Town Hall Annex,2816,RI,-5:00,"1670 Flat River Rd. Conventry, RI 2816"
456,2748,2015-03-02,Woodland,Agricultural,38.6980679,685 N. Pioneer Ave.,-121.746687,"Agricultural Distributing, Inc.",95776,CA,-8:00,"685 N. Pioneer Ave. Woodland, CA 95776"
457,2755,2014-05-13,Yonkers,,40.9359383,969 Midland Ave,-73.857941,Yonkers Contracting,10570,NY,-5:00,"969 Midland Ave Yonkers, NY 10570"
458,2768,2014-09-20,Ashland,Gois,42.24711000000001,30 Sewell St.,-71.42383,Gois Solar Two,1721,MA,-5:00,"30 Sewell St. Ashland, MA 1721"
459,2799,2014-12-08,Manteca,Borges,37.72664899999999,8350 Brady Rd.,-121.204347,Borges - Pump,95337,CA,-8:00,"8350 Brady Rd. Manteca, CA 95337"
460,2805,2014-12-09,Boston,,42.3123041,223 - 227 Quincy St.,-71.0738145,Quincy Heights - 223-227 Quincy St. Boston,2121,MA,-5:00,"223 - 227 Quincy St. Boston, MA 2121"
461,2808,2014-05-09,Westford,,42.5899487,,-71.4536835,Penfield Residence,1886,MA,-5:00," Westford, MA 1886"
462,2809,,,Bausch,0.0,,0.0,,x,,,none
463,2810,2014-06-13,Uxbridge,,42.0499476,,-71.6436028,Nutter Residence,1569,MA,-5:00," Uxbridge, MA 1569"
464,2813,2014-06-01,Framingham,,42.2695914,4 Tripp St.,-71.4124497,Holiday Manufacturing,1702,MA,-5:00,"4 Tripp St. Framingham, MA 1702"
465,2819,2014-11-01,Princeton,Glen,39.4620356,8020 County Road 61,-122.0217805,Glen Growers,95970,CA,-8:00,"8020 County Road 61 Princeton, CA 95970"
466,2830,,,Brimfield,0.0,,0.0,,x,,,none
467,2846,2014-01-01,Palo alto,,37.4146379,3000 Hanover St.,-122.145929,Hewlett Packard - Palo Alto / JB-943387-00,94304,CA,-8:00,"3000 Hanover St. Palo alto, CA 94304"
468,2854,2014-07-07,Arlington,,42.4232158,,-71.1537637,Calow Residence,2474,MA,-5:00," Arlington, MA 2474"
469,2855,2015-04-03,Milford,,42.1574332,111 Purchase St.,-71.5239417,Consigli Residence,1757,MA,-5:00,"111 Purchase St. Milford, MA 1757"
470,2856,2014-07-09,Stow,,42.4195323,,-71.51304449999999,Konno Residence,1775,MA,-5:00," Stow, MA 1775"
471,2857,2014-07-09,Stow,,42.4195323,,-71.51304449999999,Way Residence,1775,MA,-5:00," Stow, MA 1775"
472,2858,2014-07-09,Stow,,42.4195323,,-71.51304449999999,Ogle Residence,1775,MA,-5:00," Stow, MA 1775"
473,2859,2014-07-07,Boston,,42.3493639,,-71.08081109999999,Bianchi Business Development LLC,x,MA,-5:00," Boston, MA x"
474,2860,2014-07-10,Rio oso,,38.98202,3558 Bear River Dr.,-121.483525,Conant - Orchards,95681,CA,-8:00,"3558 Bear River Dr. Rio oso, CA 95681"
475,2861,2014-07-10,Norfolk,,42.1208961,,-71.3230549,Goreham Residence,2056,MA,-5:00," Norfolk, MA 2056"
476,2879,,,RIN,0.0,,0.0,,x,,,none
477,2883,2014-08-22,Milford,Milford,42.1398331,13 Commercial Way,-71.4884232,Milford Industrial Solar: 6-1,1757,MA,-5:00,"13 Commercial Way Milford, MA 1757"
478,2886,2014-07-29,Bolton,,42.4352987,,-71.6080009,Bickford Residence,1740,MA,-5:00," Bolton, MA 1740"
479,2891,2014-12-09,Boston,,42.3124828,228 Quincy St.,-71.0735011,Quincy Heights - 228 Quincy St.,2121,MA,-5:00,"228 Quincy St. Boston, MA 2121"
480,2894,,,JFW,0.0,,0.0,,x,,,none
481,2906,2014-08-01,Leominster,Parsons,42.531515,163 Pioneer Dr.,-71.7079361,Parsons - 163 Pioneer Drive,1453,MA,-5:00,"163 Pioneer Dr. Leominster, MA 1453"
482,2945,2016-03-01,Bishop,City,37.3583798,980 Poleta Rd.,-118.3775358,City of Bishop Waste Water Treatment Plant,93514,CA,-8:00,"980 Poleta Rd. Bishop, CA 93514"
483,2964,,,Sierra,0.0,,0.0,,x,,,none
484,2969,2014-08-01,Lawrence,,42.707035,360 Merrimack street,-71.16311400000002,Solren Test Eng - XTM ( HALT test ),1844,MA,-5:00,"360 Merrimack street Lawrence, MA 1844"
485,2989,2014-09-01,Boston,,42.314816,97 Woodledge St.,-71.07477399999999,Quincy Heights - 97 Woodledge,2125,MA,-5:00,"97 Woodledge St. Boston, MA 2125"
486,2991,2014-09-16,Hudson,,42.38938479999999,,-71.560526,Calandrella Residence,1749,MA,-5:00," Hudson, MA 1749"
487,2997,2014-09-15,West wareham,,41.7803507,,-70.7584767,Andrews Residence - West Wareham,2576,MA,-5:00," West wareham, MA 2576"
488,2998,2014-09-15,Lancaster,,42.4850811,,-71.6792008,Schexnaydre Residence,1523,MA,-5:00," Lancaster, MA 1523"
489,2999,2014-09-15,Foxborough,,42.0706608,,-71.2517835,Drayton Residence,2035,MA,-5:00," Foxborough, MA 2035"
490,3001,2014-09-15,Stow,,42.4195323,,-71.51304449999999,Smith Residence - Stow,1775,MA,-5:00," Stow, MA 1775"
491,3002,2014-09-15,Acton,,42.4836453,,-71.4418101,Ramos Residence,1720,MA,-5:00," Acton, MA 1720"
492,3004,2014-09-16,Acton,,42.4836453,,-71.4418101,Lonberg Residence,1720,MA,-5:00," Acton, MA 1720"
493,3005,2014-09-19,Harvard,,42.5073686,,-71.5842643,Murphy Residence - Harvard,1451,MA,-5:00," Harvard, MA 1451"
494,3009,2016-01-06,North easton,SED,42.0613154,320 Washington St.,-71.0776343,SED - Sally Blair Ames Sports Complex,2356,MA,-5:00,"320 Washington St. North easton, MA 2356"
495,3022,2014-10-01,South hamilton,Campbell,42.6349926,315 Sagamore St.,-70.82386,Campbell Residence - South Hamilton,1982,MA,-5:00,"315 Sagamore St. South hamilton, MA 1982"
496,3035,2014-10-10,Washington,St_,38.8885086,301 A St. SE,-77.0017451,St. Marks,20002,DC,-5:00,"301 A St. SE Washington, DC 20002"
497,3053,2014-10-15,Rochester,,43.179895,1400 Goodman St. N,-77.57573199999999,,14609,NY,-5:00,"1400 Goodman St. N Rochester, NY 14609"
498,3057,2014-10-20,Worcester,,42.218417,284 Greenwood St.,-71.798113,AmeriPride,1607,MA,-5:00,"284 Greenwood St. Worcester, MA 1607"
499,3062,2014-10-30,Colusa,,39.3075421,4373 River Rd.,-122.0128271,Moresco Groves,95932,CA,-5:00,"4373 River Rd. Colusa, CA 95932"
500,3063,2014-10-30,Wheatland,,38.99102999999999,15 Pleasant Grove Rd.,-121.489801,Rio Oso Groves,95901,CA,-8:00,"15 Pleasant Grove Rd. Wheatland, CA 95901"
501,3076,2014-12-19,Hanover,McGee,42.1286105,860 Washington St.,-70.8327134,McGee Toyota,2339,MA,-5:00,"860 Washington St. Hanover, MA 2339"
502,3079,2015-03-11,Plymouth,Village,41.8820649,30 Golf Dr.,-70.59518899999999,,2360,MA,-5:00,"30 Golf Dr. Plymouth, MA 2360"
503,3083,,,Flemming,0.0,,0.0,,x,,,none
504,3086,2015-02-19,Newburyport,East,42.79565729999999,104 Parker St.,-70.89031039999999,East Coast Welding,1950,MA,-5:00,"104 Parker St. Newburyport, MA 1950"
505,3088,2015-06-19,Holliston,SED,42.1697382,58C Hopping Brook Rd.,-71.468029,SED Hopping Brook Community Solar Field,1746,MA,-5:00,"58C Hopping Brook Rd. Holliston, MA 1746"
506,3090,2015-02-01,Attleboro,Larson,41.9364779,90 Olive St.,-71.2896856,,2703,MA,-5:00,"90 Olive St. Attleboro, MA 2703"
507,3093,2016-08-10,Brewster,,41.7553929,1646 Main St.,-70.0904655,Latham Center,2631,MA,-5:00,"1646 Main St. Brewster, MA 2631"
508,3095,2015-01-18,Oxford,Swissturn,42.1319507,21 Dana Rd.,-71.8622287,Swissturn / USA,1540,MA,-5:00,"21 Dana Rd. Oxford, MA 1540"
509,3103,2014-12-12,Tyngsboro,Jenike,42.68574590000001,400 Business Park Dr.,-71.44858169999999,,1879,MA,-5:00,"400 Business Park Dr. Tyngsboro, MA 1879"
510,3112,2016-08-15,Charlottesville,Mary,38.078332,190 Lambs Ln.,-78.505983,Mary Carr Greer Elementary School,22901,VA,-5:00,"190 Lambs Ln. Charlottesville, VA 22901"
511,3113,2015-02-19,Canton,Canton,42.152537,250 Dan Rd.,-71.120254,Canton Distributors,2021,MA,-5:00,"250 Dan Rd. Canton, MA 2021"
512,3115,2014-12-21,Templeton,Templeton,42.52148469999999,103 Farnsworth Rd.,-72.06825289999999,Templeton Solar Project,1468,MA,-5:00,"103 Farnsworth Rd. Templeton, MA 1468"
513,3116,2015-02-18,Milford,Milford,42.1409104,8 Commercial Way,-71.4922614,Milford Industrial Solar: 6-2,1757,MA,-5:00,"8 Commercial Way Milford, MA 1757"
514,3117,2015-01-01,Canton,J,42.184696,115 Shawmut Rd.,-71.1543207,J Perl Associates LLC / Akers Industries Inc.,2021,MA,-5:00,"115 Shawmut Rd. Canton, MA 2021"
515,3119,2016-08-15,Charlottesville,Albemarle,38.0754627,2775 Hydraulic Rd.,-78.5014875,Albemarle High School,22901,VA,-5:00,"2775 Hydraulic Rd. Charlottesville, VA 22901"
516,3120,2016-08-17,Arbuckle,T_P,39.100938,"MCH1 Mid N Side, Lone Star Rd.",-122.0790419,,95912,CA,-8:00,"MCH1 Mid N Side, Lone Star Rd. Arbuckle, CA 95912"
517,3124,2014-12-04,Fall river,Globe,41.7167987,180 President Ave.,-71.1526033,Globe Liquors,2720,MA,-5:00,"180 President Ave. Fall river, MA 2720"
518,3125,2014-12-04,Hudson,Fourstar,42.389251,1 Bonazzoli Ave.,-71.5501589,Fourstar Connections,1749,MA,-5:00,"1 Bonazzoli Ave. Hudson, MA 1749"
519,3126,2014-12-31,Franklin,Franklin,42.0814205,175 E. Central St.,-71.38995229999999,Franklin Ford,2038,MA,-5:00,"175 E. Central St. Franklin, MA 2038"
520,3132,,,Upchurch,0.0,,0.0,,x,,,none
521,3133,,,Boseman,0.0,,0.0,,x,,,none
522,3134,,,Red,0.0,,0.0,,x,,,none
523,3137,2014-11-12,Colusa,,39.3838105,7538 E. Glenn Rd.,-121.956965,Drumheller - Myers,95932,CA,-8:00,"7538 E. Glenn Rd. Colusa, CA 95932"
524,3141,2016-08-12,Williams,T_P,39.1546137,"RR6 SE Tip, Schadd Rd.",-122.1494187,,95987,CA,-8:00,"RR6 SE Tip, Schadd Rd. Williams, CA 95987"
525,3148,2016-08-15,Williams,T_P,39.1465892,"Sk1 Mid W. Side, Lone Star Rd.",-122.1376917,,95987,CA,-8:00,"Sk1 Mid W. Side, Lone Star Rd. Williams, CA 95987"
526,3149,2015-02-12,Staten island,Gateway,40.5229945,200 Boscombe Ave.,-74.2310469,Gateway Church,10309,NY,-5:00,"200 Boscombe Ave. Staten island, NY 10309"
527,3173,2014-11-20,Manteca,,37.7392927,5496 W. Ripon Rd.,-121.2436577,Dutra - Dairy,95337,CA,-8:00,"5496 W. Ripon Rd. Manteca, CA 95337"
528,3175,2014-11-24,San diego,,32.7213346,2818 Avenida De Portugal,-117.2296725,U.P.S.E.S.,92106,CA,-8:00,"2818 Avenida De Portugal San diego, CA 92106"
529,3176,2014-11-25,Framingham,,42.30123589999999,160 Cochituate Rd.,-71.4076256,MutualOne Bank,1701,MA,-5:00,"160 Cochituate Rd. Framingham, MA 1701"
530,3177,2014-11-20,Big bear lake,Big,34.2379694,39707 Big Bear Blvd.,-116.9352914,Big Bear Lake Civic Center,92315,CA,-8:00,"39707 Big Bear Blvd. Big bear lake, CA 92315"
531,3187,2014-12-02,Anaheim,ARTIC,33.8034872,2626 E. Katella Ave.,-117.8773866,ARTIC,92806,CA,-8:00,"2626 E. Katella Ave. Anaheim, CA 92806"
532,3206,2014-12-01,Franklin,RT,42.0715233,1 Kenwood Cir.,-71.4227934,RT Engineering,2038,MA,-5:00,"1 Kenwood Cir. Franklin, MA 2038"
533,3226,,,BUCRA,0.0,,0.0,,x,,,none
534,3227,2015-07-08,Foxborough,Motorcycles,42.0736766,1000 Washington St.,-71.2864929,Motorcycles of Manchester - Foxborough,2035,MA,-5:00,"1000 Washington St. Foxborough, MA 2035"
535,3229,2015-04-15,Boston,,42.3146621,290 Blue Hill Ave.,-71.0784402,Solect - Quincy Commons,2119,MA,-5:00,"290 Blue Hill Ave. Boston, MA 2119"
536,3231,2016-08-18,Charolettesville,Mortimer,38.1124889,2801 Powell Creek Dr.,-78.43691439999999,Mortimer Sutherland Middle School,22911,VA,-5:00,"2801 Powell Creek Dr. Charolettesville, VA 22911"
537,3233,2016-08-17,Charlottesville,Baker,38.123783,2740 Proffit Rd.,-78.42246999999999,Baker Butler Elementary School,22911,VA,-5:00,"2740 Proffit Rd. Charlottesville, VA 22911"
538,3239,2016-08-12,Alta loma,Canyon,34.1627891,9404 Almond St.,-117.600167,Canyon Creek Ranch,91701,CA,-8:00,"9404 Almond St. Alta loma, CA 91701"
539,3240,2016-08-22,Gloucester,Gloucester,42.622058,30 Marsh St.,-70.679995,Gloucester Marina,1930,MA,-5:00,"30 Marsh St. Gloucester, MA 1930"
540,3242,2015-04-15,Raynham,Mastria,41.9038528,1305 New State Highway,-71.0175369,Mastria Nissan,2767,MA,-5:00,"1305 New State Highway Raynham, MA 2767"
541,3252,2014-12-23,Prairie grove,Prairie,35.97332,921 Escue Dr.,-94.332605,Prairie Grove Telephone Co.,72753,AR,-6:00,"921 Escue Dr. Prairie grove, AR 72753"
542,3254,2014-12-30,Manteca,Dutra,37.7518821,22525 South Airport Way,-121.2522186,Dutra - CP 1,95336,CA,-8:00,"22525 South Airport Way Manteca, CA 95336"
543,3255,2014-12-29,Boston,,42.3146983,104 Woodledge St.,-71.0743852,Quincy Heights - 104 Woodledge,2121,MA,-5:00,"104 Woodledge St. Boston, MA 2121"
544,3256,2014-12-29,Boston,,42.31482,102 Woodledge St.,-71.0744033,Quincy Heights - 102 Woodledge,2121,MA,-5:00,"102 Woodledge St. Boston, MA 2121"
545,3257,2014-12-29,Boston,,42.3146879,99 Woodledge St.,-71.07471699999999,Quincy Heights - 99 Woodledge,2125,MA,-5:00,"99 Woodledge St. Boston, MA 2125"
546,3263,2014-12-30,Manteca,Dutra,37.7518821,22525 South Airport Way,-121.2522186,Dutra - GM 2,95336,CA,-8:00,"22525 South Airport Way Manteca, CA 95336"
547,3264,2014-12-30,Manteca,Dutra,37.7518821,22525 South Airport Way,-121.2522186,Dutra - CP 3,95336,CA,-8:00,"22525 South Airport Way Manteca, CA 95336"
