site_id,name,activationDate,line1,city,state,postal,timezone,latitude,longitude,csv_name,size
2856,Konno Residence,2014-07-09,,Stow,MA,1775,-5:00,42.4195323,-71.51304449999999,,6.54
2857,Way Residence,2014-07-09,,Stow,MA,1775,-5:00,42.4195323,-71.51304449999999,,7.14
2858,Ogle Residence,2014-07-09,,Stow,MA,1775,-5:00,42.4195323,-71.51304449999999,,6.12
2859,Bianchi Business Development LLC,2014-07-07,,Boston,MA,,-5:00,42.3493639,-71.08081109999999,,
2860,Conant - Orchards,2014-07-10,3558 Bear River Dr.,Rio oso,CA,95681,-8:00,38.98202,-121.483525,,
2861,Goreham Residence,2014-07-10,,Norfolk,MA,2056,-5:00,42.1208961,-71.32305490000002,,12.1
2879,,,,,,,,,,RIN,
2883,Milford Industrial Solar: 6-1,2014-08-22,13 Commercial Way,Milford,MA,1757,-5:00,42.1398331,-71.48842320000001,Milford,
2886,Bickford Residence,2014-07-29,,Bolton,MA,1740,-5:00,42.435298700000004,-71.60800090000001,,14.74
2891,Quincy Heights - 228 Quincy St.,2014-12-09,228 Quincy St.,Boston,MA,2121,-5:00,42.3124828,-71.07350109999999,,
2894,,,,,,,,,,JFW,
2906,Parsons - 163 Pioneer Drive,2014-08-01,163 Pioneer Dr.,Leominster,MA,1453,-5:00,42.531515,-71.7079361,Parsons,503.25
2945,City of Bishop Waste Water Treatment Plant,2016-03-01,980 Poleta Rd.,Bishop,CA,93514,-8:00,37.358379799999994,-118.3775358,City,89.28
2964,,,,,,,,,,Sierra,
2969,Solren Test Eng - XTM ( HALT test ),2014-08-01,360 Merrimack street,Lawrence,MA,1844,-5:00,42.707035,-71.16311400000001,,
2989,Quincy Heights - 97 Woodledge,2014-09-01,97 Woodledge St.,Boston,MA,2125,-5:00,42.314816,-71.074774,,
2991,Calandrella Residence,2014-09-16,,Hudson,MA,1749,-5:00,42.3893848,-71.560526,,10.7
2997,Andrews Residence - West Wareham,2014-09-15,,West wareham,MA,2576,-5:00,41.78035070000001,-70.7584767,,12.73
2998,Schexnaydre Residence,2014-09-15,,Lancaster,MA,1523,-5:00,42.4850811,-71.67920079999999,,10.36
2999,Drayton Residence,2014-09-15,,Foxborough,MA,2035,-5:00,42.07066079999999,-71.2517835,,11.77
3001,Smith Residence - Stow,2014-09-15,,Stow,MA,1775,-5:00,42.4195323,-71.51304449999999,,10.2
3002,Ramos Residence,2014-09-15,,Acton,MA,1720,-5:00,42.4836453,-71.4418101,,
3004,Lonberg Residence,2014-09-16,,Acton,MA,1720,-5:00,42.4836453,-71.4418101,,10.2
3005,Murphy Residence - Harvard,2014-09-19,,Harvard,MA,1451,-5:00,42.5073686,-71.58426429999999,,
3009,SED - Sally Blair Ames Sports Complex,2016-01-06,320 Washington St.,North easton,MA,2356,-5:00,42.0613154,-71.0776343,SED,318.73
3022,Campbell Residence - South Hamilton,2014-10-01,315 Sagamore St.,South hamilton,MA,1982,-5:00,42.634992600000004,-70.82386,Campbell,14.56
3035,St. Marks,2014-10-10,301 A St. SE,Washington,DC,20002,-5:00,38.8885086,-77.0017451,St_,15.0
3053,,2014-10-15,1400 Goodman St. N,Rochester,NY,14609,-5:00,43.179895,-77.57573199999999,,
3057,AmeriPride,2014-10-20,284 Greenwood St.,Worcester,MA,1607,-5:00,42.218416999999995,-71.798113,,
3062,Moresco Groves,2014-10-30,4373 River Rd.,Colusa,CA,95932,-5:00,39.307542100000006,-122.0128271,,
3063,Rio Oso Groves,2014-10-30,15 Pleasant Grove Rd.,Wheatland,CA,95901,-8:00,38.99103,-121.489801,,
3076,McGee Toyota,2014-12-19,860 Washington St.,Hanover,MA,2339,-5:00,42.1286105,-70.8327134,McGee,101.4
3079,,2015-03-11,30 Golf Dr.,Plymouth,MA,2360,-5:00,41.882064899999996,-70.595189,Village,
3083,,,,,,,,,,Flemming,
3086,East Coast Welding,2015-02-19,104 Parker St.,Newburyport,MA,1950,-5:00,42.795657299999995,-70.8903104,East,
3088,SED Hopping Brook Community Solar Field,2015-06-19,58C Hopping Brook Rd.,Holliston,MA,1746,-5:00,42.169738200000005,-71.468029,SED,
3090,,2015-02-01,90 Olive St.,Attleboro,MA,2703,-5:00,41.9364779,-71.28968559999998,Larson,151.25
3093,Latham Center,2016-08-10,1646 Main St.,Brewster,MA,2631,-5:00,41.755392900000004,-70.09046550000001,,24.26
3095,Swissturn / USA,2015-01-18,21 Dana Rd.,Oxford,MA,1540,-5:00,42.131950700000004,-71.8622287,Swissturn,135.3
3103,,2014-12-12,400 Business Park Dr.,Tyngsboro,MA,1879,-5:00,42.6857459,-71.4485817,Jenike,
3112,Mary Carr Greer Elementary School,2016-08-15,190 Lambs Ln.,Charlottesville,VA,22901,-5:00,38.078332,-78.505983,Mary,74.52
3113,Canton Distributors,2015-02-19,250 Dan Rd.,Canton,MA,2021,-5:00,42.152537,-71.120254,Canton,194.7
3115,Templeton Solar Project,2014-12-21,103 Farnsworth Rd.,Templeton,MA,1468,-5:00,42.5214847,-72.0682529,Templeton,3515.4
3116,Milford Industrial Solar: 6-2,2015-02-18,8 Commercial Way,Milford,MA,1757,-5:00,42.140910399999996,-71.4922614,Milford,224.4
3117,J Perl Associates LLC / Akers Industries Inc.,2015-01-01,115 Shawmut Rd.,Canton,MA,2021,-5:00,42.184696,-71.1543207,J,99.0
3119,Albemarle High School,2016-08-15,2775 Hydraulic Rd.,Charlottesville,VA,22901,-5:00,38.0754627,-78.5014875,Albemarle,124.2
3120,,2016-08-17,"MCH1 Mid N Side, Lone Star Rd.",Arbuckle,CA,95912,-8:00,39.100938,-122.07904189999999,T_P,
3124,Globe Liquors,2014-12-04,180 President Ave.,Fall river,MA,2720,-5:00,41.716798700000005,-71.1526033,Globe,
3125,Fourstar Connections,2014-12-04,1 Bonazzoli Ave.,Hudson,MA,1749,-5:00,42.389251,-71.5501589,Fourstar,99.0
3126,Franklin Ford,2014-12-31,175 E. Central St.,Franklin,MA,2038,-5:00,42.0814205,-71.38995229999999,Franklin,
3132,,,,,,,,,,Upchurch,
3133,,,,,,,,,,Boseman,6478.81
3134,,,,,,,,,,Red,6374.5
3137,Drumheller - Myers,2014-11-12,7538 E. Glenn Rd.,Colusa,CA,95932,-8:00,39.383810499999996,-121.956965,,
3141,,2016-08-12,"RR6 SE Tip, Schadd Rd.",Williams,CA,95987,-8:00,39.154613700000006,-122.1494187,T_P,
3148,,2016-08-15,"Sk1 Mid W. Side, Lone Star Rd.",Williams,CA,95987,-8:00,39.14658920000001,-122.13769170000002,T_P,113.76
3149,Gateway Church,2015-02-12,200 Boscombe Ave.,Staten island,NY,10309,-5:00,40.5229945,-74.23104690000001,Gateway,386.1
3173,Dutra - Dairy,2014-11-20,5496 W. Ripon Rd.,Manteca,CA,95337,-8:00,37.7392927,-121.2436577,,
3175,U.P.S.E.S.,2014-11-24,2818 Avenida De Portugal,San diego,CA,92106,-8:00,32.7213346,-117.2296725,,
3176,MutualOne Bank,2014-11-25,160 Cochituate Rd.,Framingham,MA,1701,-5:00,42.3012359,-71.40762559999999,,
3177,Big Bear Lake Civic Center,2014-11-20,39707 Big Bear Blvd.,Big bear lake,CA,92315,-8:00,34.2379694,-116.93529140000001,Big,110.72
3187,ARTIC,2014-12-02,2626 E. Katella Ave.,Anaheim,CA,92806,-8:00,33.803487200000006,-117.8773866,ARTIC,
3206,RT Engineering,2014-12-01,1 Kenwood Cir.,Franklin,MA,2038,-5:00,42.071523299999996,-71.4227934,RT,
3226,,,,,,,,,,BUCRA,
3227,Motorcycles of Manchester - Foxborough,2015-07-08,1000 Washington St.,Foxborough,MA,2035,-5:00,42.0736766,-71.2864929,Motorcycles,283.03
3229,Solect - Quincy Commons,2015-04-15,290 Blue Hill Ave.,Boston,MA,2119,-5:00,42.31466210000001,-71.0784402,,
3231,Mortimer Sutherland Middle School,2016-08-18,2801 Powell Creek Dr.,Charolettesville,VA,22911,-5:00,38.112488899999995,-78.4369144,Mortimer,279.45
3233,Baker Butler Elementary School,2016-08-17,2740 Proffit Rd.,Charlottesville,VA,22911,-5:00,38.123783,-78.42246999999999,Baker,223.56
3239,Canyon Creek Ranch,2016-08-12,9404 Almond St.,Alta loma,CA,91701,-8:00,34.1627891,-117.600167,Canyon,
3240,Gloucester Marina,2016-08-22,30 Marsh St.,Gloucester,MA,1930,-5:00,42.622058,-70.67999499999999,Gloucester,24.18
3242,Mastria Nissan,2015-04-15,1305 New State Highway,Raynham,MA,2767,-5:00,41.903852799999996,-71.01753690000001,Mastria,
3252,Prairie Grove Telephone Co.,2014-12-23,921 Escue Dr.,Prairie grove,AR,72753,-6:00,35.97332,-94.332605,Prairie,
3254,Dutra - CP 1,2014-12-30,22525 South Airport Way,Manteca,CA,95336,-8:00,37.7518821,-121.25221859999999,Dutra,31.86
3255,Quincy Heights - 104 Woodledge,2014-12-29,104 Woodledge St.,Boston,MA,2121,-5:00,42.314698299999996,-71.07438520000001,,5.0
3256,Quincy Heights - 102 Woodledge,2014-12-29,102 Woodledge St.,Boston,MA,2121,-5:00,42.314820000000005,-71.0744033,,5.0
3257,Quincy Heights - 99 Woodledge,2014-12-29,99 Woodledge St.,Boston,MA,2125,-5:00,42.314687899999996,-71.074717,,
3263,Dutra - GM 2,2014-12-30,22525 South Airport Way,Manteca,CA,95336,-8:00,37.7518821,-121.25221859999999,Dutra,31.86
3264,Dutra - CP 3,2014-12-30,22525 South Airport Way,Manteca,CA,95336,-8:00,37.7518821,-121.25221859999999,Dutra,31.86
3265,Dutra - GM 4,2014-12-30,22525 South Airport Way,Manteca,CA,95336,-8:00,37.7518821,-121.25221859999999,Dutra,
3269,Wamsutta LLC,2014-10-27,75 Wamsutta St.,New bedford,MA,2740,-5:00,41.650581,-70.9273022,Wamsutta,220.66
3274,Mastria Buick GMC Cadillac,2015-01-13,1525 New State Highway,Raynham,MA,2767,-5:00,41.9032612,-71.0106645,Mastria,82.8
3275,Luckett - Waltham,2015-01-20,,Watham,MA,2451,-5:00,42.3971065,-71.25989969999999,,
3276,HBS Batten Hall,2015-01-01,25 Harvard Way,Boston,MA,2163,-5:00,42.366398700000005,-71.1228468,,113.85
3284,Cain Ranch - Car Port,2015-01-22,426 Johns School Rd.,Arbuckle,CA,95912,-8:00,38.962995,-121.96805400000001,Cain,122.4
3298,Clairmont Residence,2016-08-26,237 Prospect St.,Norwell,MA,2061,-5:00,42.1701847,-70.84876679999999,,7.56
3302,,2016-08-09,RR HDQ @ HSE Shaad Rd.,Williams,CA,95987,-8:00,39.154613700000006,-122.1494187,T_P,18.9
3312,New England Apple Products Company,2016-08-26,320 Industrial Rd.,Leominster,MA,1453,-5:00,42.5597345,-71.7527024,New,302.4
3324,Heidrick - Shop,2015-02-05,36826 County Road 24,Woodland,CA,95695,-8:00,38.665034000000006,-121.82456,Heidrick,
3330,Gerry Wood Honda,2015-02-01,414 Jake Alexander Blvd. S.,Salisbury,NC,28147,-5:00,35.6480132,-80.4921762,Gerry,86.63
3339,La Bandera,2015-02-16,"Barrio Escalante, Rotonda La Bandera",Montes de oca,SJ,11501,-6:00,9.9393292,-84.0549906,La,
3344,Delman Residence,2016-08-01,11 Chuck Wagon Rd.,Signal hills,CA,90274,-8:00,33.75816210000001,-118.3384785,Delman,10.4
3347,Alder Foods,2015-05-22,1 Foxwood Dr.,Walpole,MA,2081,-5:00,42.147085100000005,-71.2517835,Alder,108.29
3356,Union Square Realty,2015-09-20,511 Lancaster St.,Leominster,MA,1453,-5:00,42.5117183,-71.7407024,Union,132.6
3358,Nationwide Recycling,2015-04-23,1340 Lunenberg Rd.,Lancaster,MA,1523,-5:00,42.5028958,-71.6913698,Nationwide,195.25
3378,,,,,,,,,,Turner,
3388,Growers Air Service,2015-03-12,41167 County Road 27,Woodland,CA,95776,-8:00,38.61811229999999,-121.739759,Growers,22.5
3394,Welch Residence,2015-03-16,,Acton,MA,1720,-5:00,42.4836453,-71.4418101,,12.0
3395,Westlake - 3059,2015-03-15,3059 Townsgate Rd.,Thousand oaks,CA,91361,-8:00,34.1528465,-118.8200785,Westlake,577.72
3399,Glenn Growers - Office,2015-03-10,8020 County Road 61,Princeton,CA,95970,-8:00,39.4620356,-122.02178049999999,Glenn,
3400,,,,,,,,,,Miller,
3411,LMF Franklin Corp. Franchi,2015-03-24,25 Kenwood Circle,Franklin,MA,2038,-5:00,42.0716756,-71.4183405,LMF,590.7
3413,Natural Grocers by Vitamin Cottage_Golden CO PV 1,2015-03-01,2401 S Ford St,Golden,CO,80401,-7:00,39.746916399999996,-105.2091395,Natural,49.73
3421,Mastria Subaru,2015-04-02,1255 New State Hwy.,Raynham,MA,2767,-5:00,41.9040527,-71.0182987,Mastria,52.52
3422,Quincy Heights - 6 Dunkeld St.,2015-04-03,6 Dunkeld St.,Boston,MA,2121,-5:00,42.312895700000006,-71.0754579,,6.0
3423,Quincy Heights - 7 Dunkeld St.,2015-04-03,7 Dunkeld St.,Boston,MA,2121,-5:00,42.312800700000004,-71.0756803,,
3424,Quincy Heights - 10 Dunkeld St. Boston,2015-04-03,10 Dunkeld St.,Boston,MA,2121,-5:00,42.3127439,-71.0755434,,
3425,Quincy Heights - 180 Howard St.,2015-04-03,180 Howard St.,Boston,MA,2125,-5:00,42.3141999,-71.07516600000001,,
3426,Quincy Heights - 177 Magnolia St. Boston,2015-04-03,177 Magnolia St.,Boston,MA,2125,-5:00,42.3127704,-71.0729551,,6.0
3430,Quincy Heights - 89 Fayston St.,2015-04-07,89 Fayston St.,Boston,MA,2121,-5:00,42.31201970000001,-71.0753265,,6.0
3434,Cain Ranch - Ground Mount,2015-04-08,Lone Star Rd.,Arbuckle,CA,95912,-8:00,39.100938,-122.07904189999999,Cain,54.0
3439,Bains - Highway 99 Chevron,2015-05-15,4142 Highway 99,Yuba city,CA,98092,-8:00,39.066928600000004,-121.6328763,Bains,8.96
3452,Expressway Toyota,2015-07-03,700 William T. Morrissey Blvd.,Boston,MA,2122,-5:00,42.3168473,-71.0489348,Expressway,54.34
3474,Worcester Discount Liquors - 254 Mill Street,2015-05-11,254 Mill St.,Worcester,MA,1602,-5:00,42.2543271,-71.84478759999999,Worcester,
3475,California Transplants,2015-05-19,4100 Stuhr Rd.,Newman,CA,95360,-8:00,37.3275565,-121.09908770000001,California,
3483,Village Green,2015-05-20,19 Boxwood Dr.,Littleton,MA,1460,-5:00,42.525231700000006,-71.4335647,,44.72
3489,Mahoney's Garden Center - Falmouth,2015-09-02,958 E. Falmouth Hwy.,Falmouth,MA,2536,-5:00,41.580090399999996,-70.5413959,Mahoney_s,54.08
3491,Leewood Realty,2015-05-28,60 Newark St.,Haverhill,MA,1832,-5:00,42.800683,-71.1091268,Leewood,267.75
3497,Phil Harper Sr.,2015-04-29,832 Aldrich St.,Uxbridge,MA,1569,-5:00,42.0209792,-71.67229859999999,,8.46
3498,Phil Harper Jr.,2015-06-02,66 Fiske Mill Rd.,Upton,MA,1568,-5:00,42.168760999999996,-71.5671952,,
3506,The Dodge Company,2015-08-18,9 Progress Rd.,Billerica,MA,1821,-5:00,42.5229833,-71.2329426,The,202.8
3513,Southborough Solar LLC,2015-06-08,146 Cordaville Rd.,Southborough,MA,1772,-5:00,42.2897588,-71.5254603,,
3514,Fore Kicks - Marlborough,2015-06-10,219 Forest St.,Marlborough,MA,1752,-5:00,42.3338722,-71.5791067,,309.12
3515,Fore Kicks - Norfolk,2015-06-10,10 Pine St.,Norfolk,MA,2056,-5:00,42.0893564,-71.2980001,,282.0
3516,Holden Discount Liquors,2015-06-12,673 Main St.,Holden,MA,1520,-5:00,42.339899200000005,-71.83901999999999,Holden,
3517,28 Hastings St Corporation,2015-06-14,28 Hastings St. Building E,Mendon,MA,1756,-5:00,42.103126,-71.556438,,100.8
3524,,,,,,,,,,Hopping,
3534,ERA Key Realty Services,2015-06-23,76 Church St.,Whitinsville,MA,1588,-5:00,42.1113822,-71.6612539,ERA,
3536,Kay Dix,2015-07-07,14400 Andrus Island Rd.,Walnut grove,CA,95690,-8:00,38.229785,-121.535614,Kay,119.04
3543,Petter Residence,2014-07-09,,Stow,MA,1775,-5:00,42.4195323,-71.51304449999999,,13.07
3544,Rogers Residence,2014-07-06,,Bolton,MA,1740,-5:00,42.435298700000004,-71.60800090000001,,11.48
3545,Engstrand Residence,2014-07-06,,Sutton,MA,1590,-5:00,42.142137299999995,-71.7385225,,13.77
3546,Marsh Residence,2014-07-06,,Westminster,MA,1473,-5:00,42.558069200000006,-71.8927076,,
3547,Desisto Residence,2014-07-09,,Uxbridge,MA,1569,-5:00,42.0499476,-71.6436028,,10.41
3549,Rudge Residence,2015-06-11,,Millbury,MA,1527,-5:00,42.1805434,-71.7978333,,10.79
3551,Milliston Place - Strip Plaza,2015-06-18,4-18 Milliston Rd.,Millis,MA,2054,-5:00,42.168040600000005,-71.3550902,Milliston,77.74
3552,Milliston Place - Office Building,2015-06-15,730 Main St.,Millis,MA,2054,-5:00,42.167070700000004,-71.3541934,Milliston,44.59
3555,North Bay Industries,2015-07-20,,Rohnert park,CA,94928,-8:00,38.3437823,-122.70119509999999,North,92.4
3558,Long Subaru - Dealership,2015-07-21,7 Sutton Rd.,Webster,MA,1570,-5:00,42.063022,-71.85818499999999,Long,167.4
3562,,,,,,,,,,Strafford,110.63
3577,"Janis Research Company, LLC - Building 1",2016-09-01,225 Wildwood Ave.,Woburn,MA,1801,-5:00,42.49203189999999,-71.13436109999999,Janis,302.4
3583,"McInturf, David",2015-07-29,245 Fairhill Dr.,Oroville,CA,95966,-8:00,39.489615,-121.50483729999999,McInturf_,9.69
3585,Mastria Mazda,2015-07-24,1545 New State Hwy.,Raynham,MA,2767,-5:00,41.9033116,-71.009792,Mastria,42.0
3590,Windsor Architectural Woodworking,2015-06-18,212 Maplewood St.,Malden,MA,2148,-5:00,42.4275271,-71.0446696,Windsor,148.72
3593,Donovan Project,2015-05-27,134 Southern Ave.,Essex,MA,1929,-5:00,42.61932,-70.76974190000001,,
3598,Worcester Discount Liquors - Shrewsbury St.,2015-06-18,129 Shrewsbury St.,Worcester,MA,1604,-5:00,42.264001,-71.78853000000001,Worcester,45.43
3605,"Reiff, Allan",2015-08-15,40905 County Road 14,Woodland,CA,95776,-8:00,38.778141399999996,-121.75925490000002,Reiff_,
3607,Durham Firehouse,2015-08-17,41 Main St.,Durham,CT,6422,-5:00,41.468296,-72.679108,Durham,
3611,Cochituate Village - 169 Commonwealth Road,2015-08-06,169 Commonwealth Rd.,Wayland,MA,1778,-5:00,42.317417999999996,-71.36301209999999,Cochituate,
3624,JP Sullivan Phase 2,2015-08-10,50 Barnum Rd.,Ayer,MA,1748,-5:00,42.551187899999995,-71.57502420000002,JP,269.96
3630,Podesta - Huller,2015-10-22,2280 S. Jack Tone Rd.,Stockton,CA,95215,-8:00,37.948237,-121.143901,,368.28
3634,Dutchess Beer Distributors,2015-08-28,5 Laurel St.,Poughkiepsie,NY,12601,-5:00,41.7009159,-73.93506359999999,Dutchess,280.6
3635,"Hyde Tools, Inc.",2015-08-31,54 Eastford Rd.,Southbridge,MA,1550,-5:00,42.069461,-72.0375186,,
3639,,,,,,,,,,Colton,
3642,Crossroads Academy,2015-09-01,95 Dartmouth College Highway,Lyme,NH,3768,-5:00,43.7790761,-72.18205859999999,Crossroads,40.32
3654,Milliston Common Main Plaza,2015-08-09,20A Milliston Rd.,Millis,MA,2054,-5:00,42.168220500000004,-71.3535921,Milliston,385.06
3655,EJR Harr Realty Trust,2015-09-09,401 Elm St.,Marlborough,MA,1752,-5:00,42.3490833,-71.5738291,EJR,390.0
3660,Holliston Meadows Pet Resort,2015-09-13,140 Summer St.,Holliston,MA,1746,-5:00,42.178222399999996,-71.443619,Holliston,34.1
3664,DMG Farms - Walnuts,2015-09-15,3239 County Road U,Glenn,CA,95948,-8:00,39.6442657,-122.07434209999998,DMG,52.08
3665,Bear River Supply,2015-09-16,218 Pleasant Grove Rd,Rio oso,CA,95074,-8:00,38.979634499999996,-121.4872577,Bear,34.2
3668,Worcester - Mountain Street LLC,2015-09-16,29 Mountain St.,Worcester,MA,1606,-5:00,42.3229998,-71.7899018,Worcester,
3673,,,,,,,,,,Fortifiber,
3680,Milliston Common - Gold's Gym,2015-09-25,27 Milliston Rd.,Millis,MA,2054,-5:00,42.1678674,-71.3517267,Milliston,145.86
3681,,2015-09-18,15 Joseph St.,Malden,MA,2148,-5:00,42.4305867,-71.0556267,A,
3682,Amvets Post 79,2015-09-30,1 Superior Dr.,Natick,MA,1760,-5:00,42.302535999999996,-71.3711618,Amvets,22.72
3691,SED Hopkinton Center for the Arts,2015-10-06,98 Hayden Rowe St.,Hopkinton,MA,1748,-5:00,42.217327000000004,-71.5168237,,
3693,Cyrus Properties LLC,2015-10-07,465 Turnpike Rd.,Canton,MA,2021,-5:00,42.1666151,-71.1115223,Cyrus,
3698,Thomas Solar,2015-10-12,1710 W Sun East Rd.,Ellensburg,WA,98926,-8:00,47.152347,-120.564254,,
3699,"Giesbretch, Chad",2015-10-12,1948 Road X,Priceton,CA,95943,-8:00,39.5324286,-122.0274254,Giesbretch_,
3706,Nelson - Dryers,2015-10-10,2991 Cornelius Ave.,Rio oso,CA,95668,-8:00,38.923383,-121.51021599999999,Nelson,
3707,,2015-10-15,25321 Pennsylvania Ave.,Corning,CA,96021,-8:00,39.8918713,-122.0908938,Whiteley_,
3717,Fleet Guy,2015-10-28,1317 Vinci Ave.,Sacramento,CA,95838,-8:00,38.6662041,-121.4345918,Fleet,
3718,Cochituate Village - 25 Main Street,2015-08-01,25 Main St.,Wayland,MA,1778,-5:00,42.316898200000004,-71.362332,Cochituate,
3736,"Railside Industries, Inc.",2015-10-01,97 Railside Dr.,Weyers cave,VA,24486,-5:00,38.2808153,-78.9286916,,
3749,Goodman Ranch,2015-10-28,8581 Bigelow Road,Live oak,CA,95953,-8:00,39.293759,-121.77148899999999,Goodman,59.52
3750,Harvard Law School - Wasserstien,2015-09-18,18 Everett St.,Cambridge,MA,1238,-5:00,42.379439899999994,-71.1182292,Harvard,95.16
3751,Sacramento Valley Seed,2015-11-03,5498 Lurline Ave.,Williams,CA,95987,-8:00,39.2168048,-122.191348,Sacramento,160.65
3766,"Minuteman Trucks, Inc.",2015-12-01,2181 Providence Hwy.,Walpole,MA,2081,-5:00,42.110385,-71.246123,Minuteman,
3767,Ichigo Ichie,2015-11-10,837 W. Central St.,Franklin,MA,2038,-5:00,42.091783899999996,-71.43083349999999,Ichigo,46.97
3771,Fore Kicks - Taunton,2015-09-18,223 Fremont St.,Taunton,MA,2780,-5:00,41.929221399999996,-71.12128249999999,Fore,296.77
3773,Jake Kley,2015-11-12,1438 Ohm Rd.,Arbuckle,CA,95912,-8:00,39.050792,-122.040699,Jake,21.96
3774,Hunt Farm 202 Solar,2016-04-01,207 Daniel Shays Hwy.,Orange,MA,1364,-5:00,42.5540309,-72.28963890000001,Hunt,
3776,CSS PV Array,2015-11-16,445 Concord Ave,Cambridge,MA,2138,-5:00,42.3868856,-71.1386316,,
3778,Aroyan,2015-11-18,1423 Bedford St.,Abington,MA,2351,-5:00,42.1413877,-70.95180069999999,Aroyan,57.46
3781,Podesta - Processer,2015-11-20,7367 E. Mariposa Rd.,Stockton,CA,95215,-8:00,37.91379370000001,-121.18638689999999,,111.6
3790,Wilbur Packing,2015-11-30,1500 Eager Road,Live oak,CA,95953,-8:00,39.1885369,-121.63863899999998,Wilbur,409.2
3793,373 - 383 West Street - Nominee Realty Trust,2015-11-23,373 - 383 West St.,Hopedale,MA,1747,-5:00,42.154650200000006,-71.5651983,373,535.68
3798,"Brown, Daniel",2015-12-01,25291 McIntire Rd.,Clements,CA,95227,-8:00,38.219383,-121.040213,Brown_,
3800,,,,,,,,,,Mason,74.48
3801,Wickaboag Solar,2015-04-01,94 John Gilbert Rd.,West brookfield,MA,1585,-5:00,42.2698838,-72.1691075,Wickaboag,
3805,Russo Marine,2015-12-02,10 Hutchinson Dr.,Danvers,MA,1923,-5:00,42.552957299999996,-70.9326672,Russo,
3819,Dennison Lubricants - Worcester,2015-12-10,692 Millbury St.,Worcester,MA,1607,-5:00,42.2380762,-71.7977521,Dennison,383.24
3821,Hancock PV,2015-12-01,297 Brodie Mountain Rd.,Hancock,MA,2137,-5:00,42.5637974,-73.284874,Hancock,2258.96
3843,Penning Farms,2015-12-21,8109 Everglade Rd.,Yuba city,CA,95676,-8:00,38.990703,-121.76726399999998,Penning,
3844,Big Valley Ag,2015-12-21,954 Highway 99,Gridley,CA,95948,-8:00,39.340532,-121.68397900000001,Big,43.4
3854,Saber Auto Body,2015-12-30,231 Bedford St.,Fall river,MA,2720,-5:00,41.700914700000006,-71.15111800000001,Saber,74.36
3855,Cyn Environmental,2015-12-30,100 Tosca Dr.,Stoughton,MA,2072,-5:00,42.1338539,-71.1257313,Cyn,25.2
3856,Shaws Boat Yard,2015-12-30,86 Main St.,Dighton,MA,2715,-5:00,41.8145322,-71.11583940000001,Shaws,
3857,Christopher Lindstrom Roof Top,2015-12-30,56 Worcester Rd.,Webster,MA,1570,-5:00,42.0669847,-71.8636647,Christopher,
3858,Bellingham Plaza,2015-12-18,15 N. Main St.,Bellingham,MA,2019,-5:00,42.0894465,-71.47473120000001,Bellingham,249.86
3859,SED Paradigm Properties - Building 5,2015-12-15,555 Virginia Rd.,Concord,MA,1742,-5:00,42.4676146,-71.3034752,SED,113.4
3860,Cotting School,2015-12-18,453 Concord Ave.,Lexington,MA,2421,-5:00,42.41996470000001,-71.2373977,Cotting,
3861,SED Paradigm Properties - Building 3,2015-12-18,575 Virginia Rd.,Concord,MA,1742,-5:00,42.4672473,-71.302176,SED,
3862,SED Paradigm Properties - Building 4,2015-12-18,561 Virginia Rd.,Concord,MA,1742,-5:00,42.4683167,-71.3023616,SED,173.25
3864,,,,,,,,,,Danna,
3866,,,,,,,,,,Goodyear,1046.12
3868,Atlas Brew Works,2016-01-05,"2052 West Virginia Ave. N.E., Ste. 102",Washington,DC,20002,-5:00,38.9148396,-76.98136269999999,Atlas,62.48
3876,Sheep Barn,2016-01-08,4748 River Rd.,Colusa,CA,95932,-8:00,39.3375839,-122.00632350000001,Sheep,178.56
3881,Nestor - El Rio,2016-01-04,13852 E. Peltier Rd.,Acampo,CA,95220,-8:00,38.18707,-121.145156,,64.8
3889,SED Braun's Express,2016-01-01,10 Tandem Way,Hopedale,MA,1747,-5:00,42.1074447,-71.5093811,SED,
3890,Mercury Wire Products,2016-01-14,1 Mercury Dr.,Spencer,MA,1562,-5:00,42.256608,-71.96328879999999,Mercury,249.6
3891,MDP 245 Riverside Commons,2016-01-14,245 River St.,Fitchburg,MA,1420,-5:00,42.584552,-71.81738490000001,MDP,
3901,Headquarters,2016-01-15,4622 River Rd.,Colusa,CA,95932,-8:00,39.3346962,-122.0168594,Headquarters,
3913,Pine Creek - Shop,2016-01-21,7020 Cana Hwy.,Chico,CA,95973,-8:00,39.840420200000004,-122.01621609999998,Pine,11.16
3914,Pine Creek - 100,2016-01-21,7020 Cana Hwy.,Chico,CA,95928,-8:00,39.840420200000004,-122.01621609999998,Pine,89.28
3925,"Gaston Electrical / Weber Bros., LLC",2016-01-01,85 Morse St.,Norwood,MA,2062,-5:00,42.1720535,-71.20324079999999,Gaston,
3926,,2016-01-01,10 Maple St.,Ware,MA,1082,-5:00,42.25842,-72.239616,Quabbin,
3927,,2016-01-01,12 Maple St.,Ware,MA,1082,-5:00,42.258420799999996,-72.2394551,Quabbin,
3928,CSH Industries - AJ Providers,2016-01-28,15 Apollo 11 Rd.,Plymouth,MA,2360,-5:00,41.958703,-70.690212,CSH,
3929,Carter Street Realty - Turf Time,2016-01-28,20 Carter St.,Tewksbury,MA,1876,-5:00,42.6207775,-71.19451550000001,Carter,145.08
